from	to	score	weight
COX7A2	NDUFS8	0.652	0.652
COX7A2	CYC1	0.722	0.722
COX5A	COX7A2	0.991	0.991
COX7A2	COX8A	0.988	0.988
COX7A2	NDUFV2	0.775	0.775
COX7A2	NDUFA12	0.887	0.887
COX7A2	UQCR10	0.897	0.897
COX7A2	NDUFA4	0.997	0.997
COX7A2	COX8C	0.833	0.833
COX7A2	NDUFV3	0.597	0.597
ATP5F1C	COX7A2	0.721	0.721
COX7A2	MT-CO1	0.968	0.968
COX7A2	MT-CYB	0.634	0.634
COX7A2	MT-CO2	0.999	0.999
COX7A2	MT-CO3	0.968	0.968
COX7A2	SDHC	0.405	0.405
COX7A2	NDUFS2	0.525	0.525
ATP5PB	COX7A2	0.62	0.62
COX7A2	NDUFS1	0.47	0.47
COX7A2	NDUFV1	0.525	0.525
COX7A2	SDHD	0.53	0.53
COX7A2	SDHB	0.536	0.536
ATP5MC2	COX7A2	0.646	0.646
COX7A2	NDUFB1	0.651	0.651
COX7A2	NDUFA3	0.672	0.672
ATP5F1A	COX7A2	0.68	0.68
COX7A2	NDUFB2	0.712	0.712
COX7A2	NDUFA11	0.718	0.718
COX7A2	NDUFC1	0.725	0.725
COX7A2	NDUFA13	0.731	0.731
COX7A2	NDUFA8	0.758	0.758
COX7A2	NDUFB3	0.76	0.76
COX6B2	COX7A2	0.771	0.771
COX7A2	NDUFA4L2	0.777	0.777
ATP5MC1	COX7A2	0.791	0.791
COX7A2	NDUFA5	0.795	0.795
COX7A2	NDUFS5	0.796	0.796
COX7A2	NDUFAB1	0.801	0.801
COX7A2	UQCRHL	0.809	0.809
COX7A2	NDUFA1	0.824	0.824
COX7A2	UQCRB	0.855	0.855
COX7A2	NDUFA6	0.862	0.862
COX4I2	COX7A2	0.863	0.863
COX7A2	NDUFB6	0.895	0.895
ATP5PF	COX7A2	0.906	0.906
COX7A2	COX7B2	0.933	0.933
COX7A2	COX7A2L	0.939	0.939
COX7A2	UQCR11	0.965	0.965
COX7A2	UQCRQ	0.973	0.973
COX7A2	COX7B	0.991	0.991
COX4I1	COX7A2	0.993	0.993
COX7A2	COX7C	0.997	0.997
COX6C	COX7A2	0.997	0.997
COX6B1	COX7A2	0.998	0.998
COX7A2L	NDUFB4	0.41	0.41
COX7A2L	UQCRC1	0.926	0.926
COX6A1	COX7A2L	0.981	0.981
COX7A2L	NDUFS7	0.46	0.46
ATP5F1E	COX7A2L	0.413	0.413
COX5B	COX7A2L	0.972	0.972
COX7A2L	NDUFB5	0.516	0.516
COX7A2L	GRIN2D	0.839	0.839
COX7A2L	NDUFS3	0.454	0.454
COX7A2L	NDUFA9	0.519	0.519
COX7A2L	UQCRC2	0.937	0.937
ATP5MC3	COX7A2L	0.416	0.416
COX6A2	COX7A2L	0.837	0.837
COX7A1	COX7A2L	0.921	0.921
COX7A2L	NDUFS4	0.996	0.996
COX7A2L	NDUFB8	0.422	0.422
ATP5PD	COX7A2L	0.442	0.442
COX7A2L	UQCRFS1	0.928	0.928
COX7A2L	CYCS	0.546	0.546
COX7A2L	UQCRH	0.941	0.941
COX7A2L	NDUFS8	0.404	0.404
COX7A2L	CYC1	0.911	0.911
COX5A	COX7A2L	0.969	0.969
COX7A2L	COX8A	0.912	0.912
COX7A2L	UQCR10	0.889	0.889
COX7A2L	NDUFA4	0.938	0.938
COX7A2L	COX8C	0.587	0.587
ATP5F1C	COX7A2L	0.458	0.458
COX7A2L	MT-CO1	0.969	0.969
COX7A2L	MT-CYB	0.755	0.755
COX7A2L	MT-CO2	0.945	0.945
COX7A2L	MT-CO3	0.967	0.967
COX7A2L	NDUFS2	0.477	0.477
COX7A2	COX7A2L	0.939	0.939
COX7A2L	NDUFS5	0.996	0.996
COX4I2	COX7A2L	0.841	0.841
COX7A2L	NDUFA11	0.403	0.403
COX7A2L	NDUFA4L2	0.413	0.413
ATP5PF	COX7A2L	0.417	0.417
COX7A2L	NDUFS1	0.432	0.432
COX7A2L	NDUFA3	0.453	0.453
COX7A2L	NDUFV1	0.458	0.458
COX7A2L	UQCRHL	0.69	0.69
COX6B2	COX7A2L	0.695	0.695
COX7A2L	UQCR11	0.8	0.8
COX7A2L	COX7B2	0.827	0.827
COX7A2L	COX7B	0.934	0.934
COX7A2L	UQCRQ	0.941	0.941
COX7A2L	UQCRB	0.949	0.949
COX6B1	COX7A2L	0.951	0.951
COX6C	COX7A2L	0.951	0.951
COX4I1	COX7A2L	0.967	0.967
COX7A2L	COX7C	0.977	0.977
COX7B	NDUFB4	0.927	0.927
COX7B	UQCRC1	0.974	0.974
COX7B	NDUFB7	0.923	0.923
COX6A1	COX7B	0.996	0.996
COX7B	NDUFS7	0.905	0.905
ATP5F1E	COX7B	0.669	0.669
COX7B	NDUFA2	0.949	0.949
COX7B	NDUFA10	0.912	0.912
COX5B	COX7B	0.999	0.999
COX7B	NDUFB5	0.974	0.974
ATP5F1B	COX7B	0.434	0.434
COX7B	NDUFS3	0.909	0.909
COX7B	SDHA	0.402	0.402
COX7B	NDUFA9	0.888	0.888
COX7B	UQCRC2	0.977	0.977
COX7B	NDUFB10	0.928	0.928
COX7B	NDUFS6	0.918	0.918
COX7B	NDUFB9	0.977	0.977
COX7B	NDUFC2	0.917	0.917
ATP5MC3	COX7B	0.61	0.61
COX6A2	COX7B	0.99	0.99
ATP5PO	COX7B	0.65	0.65
COX7A1	COX7B	0.977	0.977
COX7B	NDUFS4	0.946	0.946
COX7B	NDUFB8	0.905	0.905
COX7B	NDUFA7	0.936	0.936
ATP5PD	COX7B	0.763	0.763
COX7B	UQCRFS1	0.976	0.976
COX7B	CYCS	0.858	0.858
COX7B	UQCRH	0.99	0.99
COX7B	NDUFS8	0.899	0.899
COX7B	CYC1	0.973	0.973
COX5A	COX7B	0.995	0.995
COX7B	COX8A	0.997	0.997
COX7B	NDUFV2	0.927	0.927
COX7B	NDUFA12	0.934	0.934
COX7B	UQCR10	0.992	0.992
COX7B	NDUFA4	0.997	0.997
COX7B	COX8C	0.684	0.684
COX7B	NDUFV3	0.911	0.911
ATP5F1C	COX7B	0.591	0.591
COX7B	MT-CO1	0.995	0.995
COX7B	MT-CYB	0.963	0.963
COX7B	MT-ND6	0.875	0.875
COX7B	MT-ND1	0.876	0.876
COX7B	MT-ND4L	0.869	0.869
COX7B	MT-ND5	0.877	0.877
COX7B	MT-CO2	0.996	0.996
COX7B	MT-ND4	0.873	0.873
COX7B	MT-CO3	0.987	0.987
COX7B	MT-ND2	0.878	0.878
COX7B	MT-ND3	0.864	0.864
COX7B	NDUFS2	0.907	0.907
ATP5PB	COX7B	0.583	0.583
COX7A2	COX7B	0.991	0.991
COX7B	NDUFA1	0.983	0.983
COX7B	NDUFS5	0.929	0.929
COX7B	NDUFA8	0.913	0.913
COX7B	SDHB	0.605	0.605
COX7B	SDHD	0.462	0.462
COX4I2	COX7B	0.915	0.915
COX7A2L	COX7B	0.934	0.934
COX7B	UQCRQ	0.991	0.991
COX7B	NDUFB6	0.935	0.935
ATP5MC1	COX7B	0.647	0.647
COX7B	NDUFA4L2	0.673	0.673
COX7B	COX7B2	0.901	0.901
ATP5F1A	COX7B	0.488	0.488
COX7B	NDUFA11	0.956	0.956
ATP5PF	COX7B	0.696	0.696
COX7B	NDUFS1	0.936	0.936
COX7B	NDUFB3	0.967	0.967
COX7B	NDUFA5	0.941	0.941
COX7B	NDUFA3	0.93	0.93
COX7B	NDUFB2	0.938	0.938
COX7B	NDUFA13	0.948	0.948
COX7B	COX7C	0.999	0.999
COX6C	COX7B	0.999	0.999
COX7B	UQCRB	0.984	0.984
COX7B	NDUFC1	0.959	0.959
COX4I1	COX7B	0.997	0.997
COX7B	NDUFAB1	0.924	0.924
COX6B1	COX7B	0.996	0.996
COX7B	UQCR11	0.99	0.99
COX6B2	COX7B	0.832	0.832
COX7B	NDUFA6	0.964	0.964
COX7B	NDUFB1	0.956	0.956
COX7B	UQCRHL	0.881	0.881
ATP5MC2	COX7B	0.457	0.457
COX7B	NDUFV1	0.913	0.913
COX7B2	NDUFB4	0.52	0.52
COX7B2	UQCRC1	0.797	0.797
COX7B2	NDUFB7	0.404	0.404
COX6A1	COX7B2	0.827	0.827
ATP5F1E	COX7B2	0.454	0.454
COX7B2	NDUFA2	0.515	0.515
COX7B2	NDUFA10	0.525	0.525
COX5B	COX7B2	0.959	0.959
COX7B2	NDUFB5	0.693	0.693
COX7B2	NDUFS3	0.441	0.441
COX7B2	UQCRC2	0.813	0.813
COX7B2	NDUFB10	0.519	0.519
COX7B2	NDUFS6	0.574	0.574
COX7B2	NDUFB9	0.665	0.665
COX7B2	NDUFC2	0.496	0.496
COX6A2	COX7B2	0.842	0.842
COX7A1	COX7B2	0.776	0.776
COX7B2	NDUFS4	0.507	0.507
COX7B2	NDUFB8	0.431	0.431
ATP5PD	COX7B2	0.603	0.603
COX7B2	UQCRFS1	0.822	0.822
COX7B2	CYCS	0.499	0.499
COX7B2	UQCRH	0.871	0.871
COX7B2	CYC1	0.785	0.785
COX5A	COX7B2	0.853	0.853
COX7B2	COX8A	0.728	0.728
COX7B2	NDUFV2	0.405	0.405
COX7B2	NDUFA12	0.604	0.604
COX7B2	UQCR10	0.907	0.907
COX7B2	NDUFA4	0.717	0.717
COX7B2	COX8C	0.759	0.759
COX7B2	MT-CO1	0.852	0.852
COX7B2	MT-CYB	0.796	0.796
COX7B2	MT-CO2	0.817	0.817
COX7B2	MT-CO3	0.805	0.805
COX7B2	NDUFS2	0.43	0.43
COX7A2	COX7B2	0.933	0.933
COX7B2	NDUFA1	0.579	0.579
COX7B2	NDUFS5	0.428	0.428
COX7B2	NDUFA8	0.458	0.458
COX4I2	COX7B2	0.85	0.85
COX7A2L	COX7B2	0.827	0.827
COX7B2	UQCRQ	0.943	0.943
COX7B2	NDUFB6	0.507	0.507
ATP5MC1	COX7B2	0.445	0.445
COX7B2	NDUFA4L2	0.71	0.71
COX7B2	NDUFA13	0.441	0.441
COX7B2	NDUFAB1	0.474	0.474
COX7B2	NDUFA11	0.499	0.499
COX7B2	NDUFB1	0.521	0.521
COX7B2	NDUFA5	0.534	0.534
COX7B2	NDUFB3	0.56	0.56
COX7B2	NDUFA3	0.563	0.563
COX7B2	NDUFA6	0.57	0.57
COX7B2	NDUFC1	0.644	0.644
COX6B2	COX7B2	0.838	0.838
COX7B2	UQCR11	0.854	0.854
COX7B2	UQCRHL	0.856	0.856
COX7B2	UQCRB	0.893	0.893
COX7B	COX7B2	0.901	0.901
COX7B2	COX7C	0.906	0.906
COX6B1	COX7B2	0.916	0.916
COX4I1	COX7B2	0.947	0.947
COX6C	COX7B2	0.951	0.951
COX7C	NDUFB4	0.984	0.984
COX7C	UQCRC1	0.994	0.994
ATP5F1D	COX7C	0.9	0.9
COX7C	NDUFB7	0.977	0.977
COX6A1	COX7C	0.999	0.999
COX7C	NDUFS7	0.922	0.922
ATP5F1E	COX7C	0.915	0.915
COX7C	NDUFA2	0.992	0.992
COX7C	NDUFA10	0.906	0.906
COX5B	COX7C	0.999	0.999
COX7C	NDUFB5	0.975	0.975
COX7C	PSMA6	0.421	0.421
ATP5F1B	COX7C	0.637	0.637
COX7C	NDUFS3	0.948	0.948
COX7C	SDHA	0.467	0.467
COX7C	NDUFA9	0.946	0.946
COX7C	UQCRC2	0.999	0.999
COX7C	NDUFB10	0.967	0.967
COX7C	SOD1	0.421	0.421
COX7C	NDUFS6	0.989	0.989
COX7C	NDUFB9	0.985	0.985
COX7C	NDUFC2	0.962	0.962
ATP5MC3	COX7C	0.598	0.598
COX6A2	COX7C	0.999	0.999
ATP5PO	COX7C	0.926	0.926
COX7A1	COX7C	0.994	0.994
COX7C	NDUFS4	0.993	0.993
COX7C	NDUFB8	0.977	0.977
COX7C	NDUFA7	0.979	0.979
ATP5PD	COX7C	0.962	0.962
COX7C	UQCRFS1	0.999	0.999
COX7C	CYCS	0.849	0.849
COX7C	UQCRH	0.997	0.997
COX7C	NDUFS8	0.945	0.945
COX7C	CYC1	0.997	0.997
COX5A	COX7C	0.999	0.999
COX7C	COX8A	0.997	0.997
COX7C	NDUFV2	0.967	0.967
COX7C	NDUFA12	0.977	0.977
COX7C	UQCR10	0.999	0.999
COX7C	NDUFA4	0.999	0.999
COX7C	COX8C	0.729	0.729
COX7C	NDUFV3	0.946	0.946
ATP5F1C	COX7C	0.882	0.882
COX7C	MT-CO1	0.999	0.999
COX7C	MT-CYB	0.982	0.982
COX7C	MT-ND6	0.851	0.851
COX7C	MT-ND1	0.879	0.879
COX7C	MT-ND4L	0.852	0.852
COX7C	MT-ND5	0.954	0.954
COX7C	MT-CO2	0.999	0.999
COX7C	MT-ND4	0.86	0.86
COX7C	MT-CO3	0.999	0.999
COX7C	MT-ND2	0.866	0.866
COX7C	MT-ND3	0.871	0.871
COX7C	SDHC	0.67	0.67
COX7C	NDUFS2	0.943	0.943
ATP5PB	COX7C	0.87	0.87
COX7A2	COX7C	0.997	0.997
COX7C	NDUFA1	0.99	0.99
COX7C	NDUFS5	0.98	0.98
COX7C	NDUFA8	0.947	0.947
COX7C	SDHB	0.704	0.704
COX7C	SDHD	0.619	0.619
COX4I2	COX7C	0.991	0.991
COX7A2L	COX7C	0.977	0.977
COX7C	UQCRQ	0.999	0.999
COX7C	NDUFB6	0.974	0.974
ATP5MC1	COX7C	0.599	0.599
COX7C	NDUFA4L2	0.841	0.841
COX7C	VDAC1	0.417	0.417
COX7B2	COX7C	0.906	0.906
ATP5F1A	COX7C	0.639	0.639
COX7C	NDUFA11	0.954	0.954
ATP5PF	COX7C	0.975	0.975
COX7C	NDUFS1	0.905	0.905
COX7C	NDUFB3	0.98	0.98
COX7C	NDUFA5	0.989	0.989
COX7C	NDUFA3	0.961	0.961
COX7C	NDUFB2	0.944	0.944
COX7C	NDUFA13	0.961	0.961
COX7C	DDIT3	0.546	0.546
ATP5MC2	COX7C	0.606	0.606
COX7C	NDUFV1	0.927	0.927
COX7C	NDUFAB1	0.928	0.928
COX7C	NDUFB1	0.953	0.953
COX7C	NDUFC1	0.97	0.97
COX7C	UQCRHL	0.972	0.972
COX6B2	COX7C	0.986	0.986
COX7C	NDUFA6	0.988	0.988
COX7C	UQCR11	0.995	0.995
COX6B1	COX7C	0.999	0.999
COX4I1	COX7C	0.999	0.999
COX6C	COX7C	0.999	0.999
COX7C	UQCRB	0.999	0.999
COX7B	COX7C	0.999	0.999
COX8A	NDUFB4	0.428	0.428
COX8A	UQCRC1	0.816	0.816
ATP5F1D	COX8A	0.621	0.621
COX8A	NDUFB7	0.757	0.757
COX6A1	COX8A	0.998	0.998
COX8A	NDUFS7	0.558	0.558
ATP5F1E	COX8A	0.521	0.521
COX8A	NDUFA2	0.582	0.582
COX8A	NDUFA10	0.445	0.445
COX5B	COX8A	0.999	0.999
COX8A	NDUFB5	0.466	0.466
ATP5F1B	COX8A	0.572	0.572
COX8A	NDUFS3	0.516	0.516
COX8A	SDHA	0.502	0.502
COX8A	UQCRC2	0.784	0.784
COX8A	NDUFB10	0.488	0.488
COX8A	NDUFS6	0.482	0.482
COX8A	NDUFB9	0.607	0.607
COX8A	NDUFC2	0.465	0.465
ATP5MC3	COX8A	0.402	0.402
COX6A2	COX8A	0.905	0.905
ATP5PO	COX8A	0.461	0.461
COX7A1	COX8A	0.757	0.757
COX8A	NDUFB8	0.825	0.825
COX8A	NDUFA7	0.528	0.528
ATP5PD	COX8A	0.545	0.545
COX8A	UQCRFS1	0.779	0.779
COX8A	CYCS	0.72	0.72
COX8A	UQCRH	0.841	0.841
COX8A	NDUFS8	0.741	0.741
COX8A	CYC1	0.757	0.757
COX5A	COX8A	0.996	0.996
ATP5PB	COX8A	0.406	0.406
COX8A	NDUFS2	0.41	0.41
COX8A	SDHB	0.451	0.451
ATP5F1A	COX8A	0.468	0.468
COX8A	SDHC	0.505	0.505
COX8A	NDUFC1	0.511	0.511
ATP5MC2	COX8A	0.511	0.511
COX8A	NDUFB6	0.511	0.511
COX8A	NDUFV1	0.519	0.519
COX8A	MT-ATP6	0.52	0.52
COX8A	NDUFS5	0.526	0.526
ATP5PF	COX8A	0.535	0.535
COX8A	NDUFA13	0.574	0.574
COX8A	NDUFA6	0.581	0.581
COX8A	NDUFA8	0.612	0.612
COX8A	NDUFA12	0.636	0.636
COX8A	NDUFB3	0.641	0.641
ATP5MC1	COX8A	0.641	0.641
COX8A	NDUFA3	0.645	0.645
COX8A	MT-CYB	0.646	0.646
COX8A	NDUFA1	0.66	0.66
COX6B2	COX8A	0.66	0.66
COX8A	NDUFAB1	0.661	0.661
COX8A	UQCRHL	0.673	0.673
COX8A	NDUFA11	0.682	0.682
COX8A	NDUFB2	0.7	0.7
COX8A	UQCRB	0.712	0.712
COX8A	NDUFA4L2	0.717	0.717
COX7B2	COX8A	0.728	0.728
COX8A	UQCR10	0.796	0.796
COX8A	UQCRQ	0.824	0.824
COX8A	UQCR11	0.837	0.837
COX4I2	COX8A	0.885	0.885
COX7A2L	COX8A	0.912	0.912
COX8A	COX8C	0.959	0.959
COX8A	MT-CO3	0.978	0.978
COX8A	MT-CO2	0.982	0.982
COX7A2	COX8A	0.988	0.988
COX8A	NDUFA4	0.989	0.989
COX8A	MT-CO1	0.99	0.99
COX4I1	COX8A	0.996	0.996
COX7B	COX8A	0.997	0.997
COX7C	COX8A	0.997	0.997
COX6C	COX8A	0.998	0.998
COX6B1	COX8A	0.998	0.998
COX8C	UQCRC1	0.627	0.627
COX6A1	COX8C	0.734	0.734
COX5B	COX8C	0.641	0.641
COX8C	UQCRC2	0.569	0.569
COX6A2	COX8C	0.751	0.751
COX7A1	COX8C	0.612	0.612
COX8C	UQCRFS1	0.618	0.618
COX8C	UQCRH	0.605	0.605
COX8C	CYC1	0.54	0.54
COX5A	COX8C	0.671	0.671
COX8A	COX8C	0.959	0.959
COX8C	UQCR10	0.54	0.54
COX8C	NDUFA4	0.631	0.631
COX8C	UQCRHL	0.54	0.54
COX8C	MT-CYB	0.56	0.56
COX8C	UQCRB	0.586	0.586
COX7A2L	COX8C	0.587	0.587
COX8C	UQCRQ	0.601	0.601
COX8C	NDUFA4L2	0.604	0.604
COX8C	UQCR11	0.626	0.626
COX8C	MT-CO1	0.658	0.658
COX6B2	COX8C	0.681	0.681
COX7B	COX8C	0.684	0.684
COX8C	MT-CO3	0.714	0.714
COX6C	COX8C	0.719	0.719
COX8C	MT-CO2	0.723	0.723
COX6B1	COX8C	0.727	0.727
COX7C	COX8C	0.729	0.729
COX7B2	COX8C	0.759	0.759
COX4I1	COX8C	0.788	0.788
COX4I2	COX8C	0.82	0.82
COX7A2	COX8C	0.833	0.833
CYC1	NDUFB4	0.928	0.928
CYC1	UQCRC1	0.999	0.999
ATP5F1D	CYC1	0.991	0.991
CYC1	NDUFB7	0.996	0.996
COX6A1	CYC1	0.985	0.985
CYC1	NDUFS7	0.998	0.998
ATP5F1E	CYC1	0.619	0.619
CYC1	NDUFA2	0.994	0.994
CYC1	NDUFA10	0.98	0.98
COX5B	CYC1	0.999	0.999
CYC1	NDUFB5	0.939	0.939
ATP5F1B	CYC1	0.976	0.976
CYC1	NDUFS3	0.999	0.999
CYC1	SDHA	0.966	0.966
CYC1	NDUFA9	0.998	0.998
CYC1	UQCRC2	0.999	0.999
CYC1	NDUFB10	0.995	0.995
CYC1	PSMB6	0.435	0.435
CYC1	NDUFS6	0.998	0.998
CYC1	NDUFB9	0.997	0.997
CYC1	SIGMAR1	0.461	0.461
CYC1	NDUFC2	0.943	0.943
ATP5MC3	CYC1	0.841	0.841
COX6A2	CYC1	0.996	0.996
ATP5PO	CYC1	0.921	0.921
COX7A1	CYC1	0.983	0.983
CYC1	NDUFS4	0.999	0.999
CYC1	NDUFB8	0.994	0.994
CYC1	NDUFA7	0.936	0.936
ATP5PD	CYC1	0.77	0.77
CYC1	UQCRFS1	0.999	0.999
CYC1	CYCS	0.999	0.999
CYC1	UQCRH	0.999	0.999
CYC1	NDUFS8	0.999	0.999
CYC1	DDIT3	0.416	0.416
ATP5PF	CYC1	0.487	0.487
CYC1	MT-ATP6	0.517	0.517
COX8C	CYC1	0.54	0.54
CYC1	NDUFA4L2	0.625	0.625
APAF1	CYC1	0.68	0.68
ATP5MC2	CYC1	0.705	0.705
COX7A2	CYC1	0.722	0.722
COX8A	CYC1	0.757	0.757
COX7B2	CYC1	0.785	0.785
CYC1	NDUFA4	0.789	0.789
CYC1	NDUFB2	0.814	0.814
CYC1	VDAC1	0.861	0.861
CYC1	NDUFC1	0.864	0.864
CYC1	NDUFA1	0.873	0.873
CYC1	SDHD	0.878	0.878
CYC1	NDUFV3	0.878	0.878
CYC1	TOMM40	0.892	0.892
CYC1	NDUFA3	0.901	0.901
CYC1	NDUFB1	0.903	0.903
COX7A2L	CYC1	0.911	0.911
ATP5PB	CYC1	0.914	0.914
CYC1	MT-ND6	0.918	0.918
CYC1	SDHC	0.923	0.923
CYC1	NDUFB3	0.93	0.93
CYC1	NDUFS5	0.933	0.933
COX6B2	CYC1	0.944	0.944
ATP5MC1	CYC1	0.947	0.947
CYC1	NDUFA11	0.96	0.96
COX6C	CYC1	0.962	0.962
CYC1	MT-ND4L	0.969	0.969
ATP5F1C	CYC1	0.97	0.97
CYC1	NDUFB6	0.973	0.973
COX7B	CYC1	0.973	0.973
CYC1	SDHB	0.975	0.975
CYC1	NDUFAB1	0.985	0.985
CYC1	UQCRHL	0.987	0.987
CYC1	MT-ND2	0.989	0.989
CYC1	MT-ND5	0.99	0.99
ATP5F1A	CYC1	0.991	0.991
COX4I2	CYC1	0.993	0.993
COX6B1	CYC1	0.994	0.994
CYC1	NDUFA13	0.994	0.994
CYC1	MT-ND1	0.995	0.995
CYC1	MT-ND3	0.995	0.995
CYC1	NDUFA6	0.996	0.996
CYC1	MT-ND4	0.996	0.996
COX7C	CYC1	0.997	0.997
CYC1	NDUFA5	0.997	0.997
CYC1	NDUFA8	0.998	0.998
CYC1	MT-CO2	0.998	0.998
CYC1	NDUFA12	0.998	0.998
CYC1	UQCR11	0.999	0.999
CYC1	UQCR10	0.999	0.999
CYC1	NDUFS2	0.999	0.999
CYC1	MT-CO3	0.999	0.999
CYC1	NDUFV1	0.999	0.999
COX4I1	CYC1	0.999	0.999
CYC1	UQCRB	0.999	0.999
CYC1	MT-CO1	0.999	0.999
CYC1	UQCRQ	0.999	0.999
COX5A	CYC1	0.999	0.999
CYC1	NDUFS1	0.999	0.999
CYC1	NDUFV2	0.999	0.999
CYC1	MT-CYB	0.999	0.999
CYCS	GABARAPL2	0.553	0.553
CYCS	TNFRSF1A	0.622	0.622
CYCS	UQCRC1	0.925	0.925
CYCS	MAPK13	0.425	0.425
ATP5F1D	CYCS	0.57	0.57
CYCS	MAPK12	0.425	0.425
CYCS	XBP1	0.537	0.537
CYCS	PSMA2	0.538	0.538
COX6A1	CYCS	0.913	0.913
CYCS	MAPK14	0.485	0.485
CYCS	NDUFS7	0.514	0.514
CYCS	TARDBP	0.407	0.407
CAT	CYCS	0.445	0.445
CYCS	TRAF2	0.418	0.418
CYCS	NDUFA2	0.583	0.583
CYCS	NDUFA10	0.441	0.441
CYCS	EIF2S1	0.521	0.521
COX5B	CYCS	0.993	0.993
CYCS	NDUFB5	0.644	0.644
ATP5F1B	CYCS	0.606	0.606
CYCS	PIK3C3	0.446	0.446
CYCS	NDUFS3	0.671	0.671
CYCS	SDHA	0.93	0.93
CYCS	NDUFA9	0.664	0.664
CYCS	UQCRC2	0.954	0.954
CYCS	TP53	0.911	0.911
CYCS	SOD1	0.675	0.675
CYCS	NDUFS6	0.611	0.611
CYCS	NDUFB9	0.512	0.512
ATP5MC3	CYCS	0.612	0.612
COX6A2	CYCS	0.779	0.779
ATP5PO	CYCS	0.593	0.593
COX7A1	CYCS	0.696	0.696
BAX	CYCS	0.993	0.993
CYCS	NDUFS4	0.655	0.655
CYCS	NDUFB8	0.721	0.721
ATP5PD	CYCS	0.612	0.612
CYCS	UQCRFS1	0.999	0.999
CYCS	GABARAP	0.463	0.463
CYCS	EIF2AK3	0.604	0.604
CYCS	MT-ND6	0.418	0.418
CYCS	ULK1	0.425	0.425
CYCS	PSMD2	0.427	0.427
CYCS	MAPK11	0.433	0.433
ATF4	CYCS	0.453	0.453
BECN2	CYCS	0.455	0.455
ANXA7	CYCS	0.456	0.456
CYCS	NDUFA13	0.463	0.463
CYCS	NOS2	0.47	0.47
ATP5PF	CYCS	0.472	0.472
CYCS	NDUFB6	0.478	0.478
CYCS	MT-ND2	0.482	0.482
COX7A2	CYCS	0.482	0.482
ATP5PB	CYCS	0.486	0.486
CYCS	VCP	0.488	0.488
COX7B2	CYCS	0.499	0.499
CYCS	NDUFA6	0.5	0.5
CYCS	MT-ND5	0.501	0.501
ATP5MC2	CYCS	0.505	0.505
CYCS	MT-ND4	0.507	0.507
BAD	CYCS	0.51	0.51
CYCS	SQSTM1	0.518	0.518
CYCS	NDUFA11	0.522	0.522
ACTG1	CYCS	0.533	0.533
CYCS	NDUFB1	0.539	0.539
COX7A2L	CYCS	0.546	0.546
CYCS	GABARAPL1	0.55	0.55
CYCS	NDUFAB1	0.559	0.559
CYCS	MT-ND3	0.563	0.563
CYCS	NOS1	0.563	0.563
CYCS	TOMM40	0.564	0.564
CYCS	MT-ND1	0.565	0.565
CYCS	NDUFV1	0.591	0.591
ATP5MC1	CYCS	0.605	0.605
ATF6	CYCS	0.614	0.614
CYCS	MT-ATP6	0.616	0.616
CYCS	NDUFA8	0.616	0.616
CYCS	MCU	0.619	0.619
CYCS	DDIT3	0.628	0.628
ATP5F1A	CYCS	0.635	0.635
CYCS	MAP3K5	0.637	0.637
CYCS	MTOR	0.643	0.643
ATP5F1C	CYCS	0.668	0.668
CYCS	PRKN	0.678	0.678
CYCS	PSMD14	0.683	0.683
BID	CYCS	0.685	0.685
CYCS	ERN1	0.717	0.717
COX8A	CYCS	0.72	0.72
CYCS	GPX2	0.737	0.737
CYCS	GPX3	0.737	0.737
CYCS	GPX5	0.738	0.738
CYCS	GPX6	0.738	0.738
CYCS	HSPA5	0.738	0.738
COX6B2	CYCS	0.744	0.744
CYCS	UQCR11	0.755	0.755
CYCS	NDUFA12	0.758	0.758
CYCS	GPX8	0.763	0.763
CYCS	GPX7	0.763	0.763
BECN1	CYCS	0.778	0.778
CYCS	NDUFV2	0.779	0.779
CYCS	NDUFS2	0.779	0.779
CASP1	CYCS	0.78	0.78
CYCS	NDUFS1	0.782	0.782
CYCS	UQCRHL	0.789	0.789
CYCS	NDUFA4	0.791	0.791
CYCS	PINK1	0.8	0.8
CYCS	TNF	0.81	0.81
CYCS	NDUFS8	0.837	0.837
CYCS	NDUFA5	0.842	0.842
COX7C	CYCS	0.849	0.849
COX7B	CYCS	0.858	0.858
ACTB	CYCS	0.871	0.871
CYCS	SDHD	0.904	0.904
CYCS	SDHB	0.908	0.908
COX6C	CYCS	0.926	0.926
COX6B1	CYCS	0.941	0.941
CYCS	UQCRH	0.942	0.942
CYCS	UQCRQ	0.946	0.946
CYCS	SDHC	0.946	0.946
COX5A	CYCS	0.952	0.952
COX4I2	CYCS	0.955	0.955
CYCS	UQCR10	0.965	0.965
COX4I1	CYCS	0.966	0.966
CYCS	ITPR3	0.979	0.979
CYCS	MT-CO3	0.987	0.987
CYCS	UQCRB	0.99	0.99
CYCS	MT-CO2	0.993	0.993
CYCS	MT-CO1	0.996	0.996
CYCS	VDAC1	0.996	0.996
BCL2	CYCS	0.997	0.997
CASP3	CYCS	0.997	0.997
BCL2L1	CYCS	0.998	0.998
CYCS	MT-CYB	0.998	0.998
CYC1	CYCS	0.999	0.999
APAF1	CYCS	0.999	0.999
CASP9	CYCS	0.999	0.999
DAXX	TNFRSF1A	0.944	0.944
DAXX	TRAF2	0.543	0.543
