Gene_Symbol,mRNA_logFC_mean,mRNA_adjPval_max,protein_logFC,protein_adjPval,discordance_score,quadrant
GNAI2,0.058817457,0.717655982,-0.184,1,-0.242817457,ambiguous
LRRC7,-0.05182401,0.718542242,1.03,1,1.08182401,ambiguous
STOML2,-0.044051837,0.718895971,0.0951,1,0.139151837,ambiguous
ACTR3B,0.057686657,0.719616583,0.738,1,0.680313343,ambiguous
MAPK3,0.050849745,0.720221942,-0.739,1,-0.7898497449999999,ambiguous
CRIP2,-0.066049739,0.720385202,0.132,1,0.198049739,ambiguous
MYL3,0.122207623,0.722901151,-1.52,1,-1.642207623,ambiguous
MADD,0.050092839,0.725086571,0.0815,1,0.031407161,ambiguous
ZW10,-0.030825064,0.725229748,-0.117,1,-0.08617493600000001,ambiguous
ATP1A3,-0.100242519,0.726141706,0.504,1,0.604242519,ambiguous
NEFM,0.1012551,0.726243009,0.196,1,0.0947449,ambiguous
UTRN,-0.049907064,0.726712174,0.357,1,0.406907064,ambiguous
CAMK4,0.107438975,0.727282242,0.234,1,0.126561025,ambiguous
VCAN,0.101222827,0.728102377,0.64,1,0.538777173,ambiguous
LIMK1,-0.075228283,0.72874703,0.349,1,0.424228283,ambiguous
COPG1,-0.048684235,0.730430047,-0.285,1,-0.23631576499999998,ambiguous
AKR1B1,0.036965996,0.730904871,0.0824,1,0.045434004,ambiguous
PTPRZ1,0.059074638,0.73107874,0.303,1,0.24392536199999998,ambiguous
CNTNAP1,-0.068689344,0.731819405,-0.122,1,-0.053310656,ambiguous
RAB35,-0.037053197,0.733431164,-0.451,1,-0.41394680300000003,ambiguous
NID2,-0.100975106,0.733682607,0.769,1,0.869975106,ambiguous
PRDX5,0.05385698,0.734118951,-0.5,1,-0.5538569799999999,ambiguous
AP2A1,-0.051152077,0.734322016,-0.135,1,-0.08384792300000002,ambiguous
USP11,-0.06086683,0.735347313,-0.491,1,-0.43013317,ambiguous
HMOX2,0.045148522,0.735986243,-0.466,1,-0.511148522,ambiguous
ABAT,0.040244259,0.736249422,0.914,1,0.8737557410000001,ambiguous
VPS26B,0.037541356,0.736471951,-0.499,1,-0.536541356,ambiguous
BSN,-0.087599368,0.737326152,0.347,1,0.434599368,ambiguous
EIF4G1,0.033194018,0.73751792,0.00792,1,-0.025274018,ambiguous
ANKMY2,0.050313945,0.737667373,0.227,1,0.176686055,ambiguous
NME2,0.046977756,0.738110469,0.283,1,0.23602224399999996,ambiguous
NEDD8,0.056557021,0.738145012,0.0933,1,0.036742978999999995,ambiguous
RARS,0.036868828,0.738424924,-0.709,1,-0.745868828,ambiguous
EIF2B2,0.040746393,0.738753292,-0.346,1,-0.38674639299999997,ambiguous
EEF1D,0.058260455,0.738800995,-0.955,1,-1.013260455,ambiguous
HNRNPF,0.060494688,0.739672831,0.125,1,0.06450531200000001,ambiguous
NDUFB6,0.059583443,0.740414529,0.727,1,0.667416557,ambiguous
HINT2,-0.057632196,0.740681654,-0.838,1,-0.7803678039999999,ambiguous
STK24,0.041550407,0.7410993,-0.705,1,-0.746550407,ambiguous
TLN1,0.074292109,0.741218771,-0.116,1,-0.190292109,ambiguous
GIT1,0.048437732,0.742019648,-0.0793,1,-0.127737732,ambiguous
BABAM1,0.046671462,0.742611834,0.33,1,0.283328538,ambiguous
FBLL1,-0.078359704,0.742781707,-0.0699,1,0.008459703999999998,ambiguous
CTSD,0.052036117,0.742786353,0.529,1,0.47696388300000003,ambiguous
GK,-0.053620463,0.74366,0.00295,1,0.056570463,ambiguous
GLUD1,0.045990815,0.744865294,0.341,1,0.295009185,ambiguous
PDE2A,-0.079908643,0.745879758,-0.158,1,-0.078091357,ambiguous
PLA2G6,-0.049770801,0.746355842,0.127,1,0.176770801,ambiguous
SLC3A2,-0.043399234,0.746618531,0.562,1,0.6053992340000001,ambiguous
CCAR2,-0.037776285,0.746817164,0.182,1,0.219776285,ambiguous
ANXA7,0.0361457,0.749338305,-0.64,1,-0.6761457,ambiguous
MTHFD1,0.03311002,0.750067243,-0.371,1,-0.40411002,ambiguous
PPFIA3,-0.06859078,0.75103958,0.0654,1,0.13399078,ambiguous
APBA1,0.048626137,0.751533733,0.189,1,0.140373863,ambiguous
FARSA,-0.050273152,0.752020886,-0.321,1,-0.270726848,ambiguous
CHMP6,-0.048110264,0.75211734,-0.528,1,-0.479889736,ambiguous
EXOC3,-0.033219752,0.753033069,-0.213,1,-0.179780248,ambiguous
SIK3,-0.039827751,0.754728015,0.379,1,0.418827751,ambiguous
ACTA2,-0.118805378,0.7549097,-0.215,1,-0.096194622,ambiguous
LONP1,-0.035742582,0.755241714,-0.0822,1,-0.04645741799999999,ambiguous
DOC2A,-0.083824813,0.755645265,-0.447,1,-0.363175187,ambiguous
IQSEC2,-0.071104546,0.756376578,0.184,1,0.255104546,ambiguous
ARF4,0.043631332,0.756639681,-0.175,1,-0.21863133199999998,ambiguous
GRK5,-0.056315589,0.756639681,0.216,1,0.27231558899999997,ambiguous
RBM14,-0.068455873,0.756937065,-0.0342,1,0.034255873,ambiguous
FBXO2,0.045692757,0.757208986,-0.548,1,-0.593692757,ambiguous
GRHPR,0.046789131,0.75728075,0.114,1,0.067210869,ambiguous
RPS6KA2,0.038592395,0.757327431,-0.144,1,-0.182592395,ambiguous
DLGAP1,0.072491409,0.760485096,0.981,1,0.9085085909999999,ambiguous
PHB2,-0.036137342,0.760611925,0.446,1,0.482137342,ambiguous
UQCR10,0.052408184,0.760611925,0.186,1,0.133591816,ambiguous
ASMTL,-0.064142602,0.761722465,-0.268,1,-0.20385739800000002,ambiguous
ACTL6B,-0.079120013,0.761937475,0.254,1,0.333120013,ambiguous
CAMKV,0.077126936,0.761990595,0.397,1,0.31987306400000004,ambiguous
SLC25A13,0.103560846,0.762748246,0.0988,1,-0.004760845999999999,ambiguous
TUSC2,0.04345449,0.764119432,-0.0962,1,-0.13965449,ambiguous
PRPF8,-0.029464017,0.765531268,0.604,1,0.633464017,ambiguous
PHACTR1,0.057140481,0.766077815,0.259,1,0.20185951900000002,ambiguous
NDUFS4,0.051854423,0.7670715,1.05,1,0.9981455770000001,ambiguous
SPTB,-0.070226282,0.768196471,-0.0807,1,-0.010473717999999993,ambiguous
PDPK1,0.037022952,0.768869089,-0.296,1,-0.333022952,ambiguous
APPL2,-0.040061613,0.769750251,-0.326,1,-0.285938387,ambiguous
NDUFA1,0.06530768,0.772264993,0.724,1,0.65869232,ambiguous
SLC1A2,0.082513478,0.772886569,0.714,1,0.631486522,ambiguous
GSTP1,-0.047707763,0.773692724,0.478,1,0.525707763,ambiguous
ICA1L,-0.036087073,0.774701359,-0.245,1,-0.208912927,ambiguous
JUP,-0.076365176,0.775309333,-0.523,1,-0.446634824,ambiguous
RYR2,0.043920043,0.775532575,-0.248,1,-0.291920043,ambiguous
MGST3,-0.045384629,0.776085319,-0.165,1,-0.119615371,ambiguous
PSMC4,-0.036785557,0.776574196,-0.45,1,-0.413214443,ambiguous
NONO,0.019584403,0.77672938,-0.156,1,-0.175584403,ambiguous
DPYSL5,0.09850884,0.777215492,0.293,1,0.19449116,ambiguous
DPP6,-0.056431621,0.777849462,0.67,1,0.726431621,ambiguous
NAV1,-0.035053253,0.779152958,1.32,1,1.3550532530000001,ambiguous
MTCH2,0.036358637,0.780423971,0.408,1,0.37164136299999995,ambiguous
GALK1,-0.065455315,0.780809459,0.282,1,0.347455315,ambiguous
VAC14,-0.032601381,0.781047513,-0.183,1,-0.150398619,ambiguous
DGKZ,-0.059745665,0.781757807,-0.35,1,-0.290254335,ambiguous
MARK1,0.039231284,0.781827203,-0.0541,1,-0.093331284,ambiguous
NDUFA11,-0.042083713,0.783751472,0.532,1,0.574083713,ambiguous
MYADM,0.044519924,0.784632481,-2.16,1,-2.204519924,ambiguous
SNTA1,-0.054722298,0.784632481,-0.237,1,-0.18227770199999999,ambiguous
PIN1,0.050123055,0.785234557,-0.228,1,-0.278123055,ambiguous
RPN2,-0.022495473,0.785234557,0.752,1,0.774495473,ambiguous
NDUFV2,0.043654927,0.786173336,0.278,1,0.23434507300000001,ambiguous
LAMA2,0.058798585,0.786173336,0.942,1,0.8832014149999999,ambiguous
TAGLN3,0.06847565,0.787870638,0.927,1,0.85852435,ambiguous
TP53BP1,0.023290008,0.788409102,-0.0363,1,-0.059590008,ambiguous
SEC31A,0.01962343,0.788454424,-0.665,1,-0.68462343,ambiguous
GDI1,0.040892248,0.788454424,0.0675,1,0.026607752000000005,ambiguous
RAB3B,0.074439194,0.789418667,-1.38,1,-1.4544391939999999,ambiguous
TF,0.147280158,0.790327873,0.478,1,0.330719842,ambiguous
ACAT2,0.064037924,0.790725856,-0.297,1,-0.361037924,ambiguous
ATIC,0.018980246,0.79239905,-0.757,1,-0.775980246,ambiguous
ACTG1,0.042796579,0.792711494,-0.785,1,-0.827796579,ambiguous
IRS2,0.030834878,0.792889516,1.02,1,0.9891651220000001,ambiguous
INF2,0.07355041,0.793617072,0.0946,1,0.021049590000000007,ambiguous
CIT,-0.064247584,0.793617072,0.603,1,0.667247584,ambiguous
DNM2,-0.066659856,0.794368686,-0.266,1,-0.199340144,ambiguous
PCSK1N,-0.063758624,0.794950847,-1.76,1,-1.696241376,ambiguous
ARHGAP21,0.040048909,0.79528758,0.37,1,0.329951091,ambiguous
UQCRFS1,0.049913264,0.795916087,0.364,1,0.314086736,ambiguous
PKM,0.039341459,0.798671276,0.335,1,0.295658541,ambiguous
STAT1,-0.042042522,0.801204411,-0.0555,1,-0.013457478000000002,ambiguous
ANXA5,0.05866813,0.801776559,0.395,1,0.33633187000000003,ambiguous
NAPA,-0.040896908,0.802793649,0.0926,1,0.133496908,ambiguous
HIGD2A,0.030553309,0.802916194,-0.00804,1,-0.038593309,ambiguous
PON2,0.048713952,0.803072571,0.34,1,0.291286048,ambiguous
MLF2,0.039169825,0.803105042,0.27,1,0.23083017500000003,ambiguous
SLC4A4,-0.056182278,0.803857771,0.541,1,0.597182278,ambiguous
DYNLRB1,0.028132528,0.804655707,0.0673,1,0.039167471999999995,ambiguous
UQCRC1,-0.040259937,0.804660692,0.487,1,0.527259937,ambiguous
EPB41L1,0.033370249,0.804785132,0.0706,1,0.037229751,ambiguous
UTP15,0.025981758,0.80561417,-4.0,1,-4.025981758,ambiguous
PGAM1,0.042036927,0.80561417,-0.497,1,-0.5390369269999999,ambiguous
FAM114A2,0.028490836,0.80561417,-0.78,1,-0.808490836,ambiguous
TTC7B,0.027425306,0.808659022,-0.286,1,-0.31342530599999996,ambiguous
SLIRP,0.050040505,0.809396053,-0.302,1,-0.352040505,ambiguous
EFTUD2,-0.021404444,0.809408259,-0.22,1,-0.198595556,ambiguous
SRCIN1,0.052384197,0.809571845,0.253,1,0.200615803,ambiguous
DOCK3,-0.032099584,0.810230124,0.512,1,0.544099584,ambiguous
PCLO,0.039077784,0.810357226,0.915,1,0.8759222160000001,ambiguous
APBA2,-0.035137943,0.810465845,0.793,1,0.828137943,ambiguous
GBE1,0.038226425,0.811383407,0.158,1,0.119773575,ambiguous
MYH14,-0.049140497,0.811439433,0.101,1,0.150140497,ambiguous
PC,0.031060155,0.812705232,0.629,1,0.597939845,ambiguous
AGAP3,0.034806627,0.812997842,-0.118,1,-0.152806627,ambiguous
DDT,-0.038714477,0.814225567,0.285,1,0.323714477,ambiguous
PSD2,0.043519211,0.814789985,-0.204,1,-0.247519211,ambiguous
GNG2,0.055790423,0.814986596,0.728,1,0.672209577,ambiguous
CD59,0.035778167,0.814986596,-0.0581,1,-0.093878167,ambiguous
COPS6,0.026287098,0.815004173,-1.08,1,-1.1062870980000001,ambiguous
RSU1,0.026661446,0.816175559,0.287,1,0.260338554,ambiguous
CLIP2,0.037716574,0.816747039,-0.397,1,-0.434716574,ambiguous
CORO7,-0.049268554,0.816905449,-0.525,1,-0.475731446,ambiguous
KALRN,-0.044688824,0.816946841,0.142,1,0.18668882399999998,ambiguous
AKR1A1,0.034806248,0.817490566,-1.28,1,-1.314806248,ambiguous
DMTN,0.053520473,0.817883346,0.429,1,0.375479527,ambiguous
RPL38,0.047081127,0.818043379,0.093,1,0.045918873,ambiguous
KLC2,-0.048605062,0.818312841,-0.128,1,-0.079394938,ambiguous
NDUFS7,0.037639885,0.818743233,0.458,1,0.42036011500000003,ambiguous
PTRHD1,-0.034810961,0.819765416,0.481,1,0.515810961,ambiguous
NDUFS3,-0.037775135,0.819778099,0.265,1,0.30277513500000003,ambiguous
SPTBN2,0.052628888,0.820425575,-0.248,1,-0.300628888,ambiguous
CDK5,0.045322151,0.820737588,-0.611,1,-0.656322151,ambiguous
MARK3,-0.016813153,0.821205387,-0.893,1,-0.876186847,ambiguous
TUBB2B,-0.070712722,0.821205387,-0.3,1,-0.22928727799999998,ambiguous
ABLIM1,0.025339188,0.824535181,0.452,1,0.426660812,ambiguous
TANC2,-0.027879758,0.82615015,0.302,1,0.32987975799999997,ambiguous
MPRIP,0.023210441,0.827846713,-0.427,1,-0.45021044099999996,ambiguous
COL18A1,-0.095358006,0.828605594,-0.299,1,-0.203641994,ambiguous
DCTN2,0.0279347,0.828841817,-0.413,1,-0.44093469999999996,ambiguous
SHMT2,0.033133507,0.829070039,-0.478,1,-0.5111335069999999,ambiguous
STX1A,0.068122923,0.829070039,0.708,1,0.639877077,ambiguous
CACNG3,0.066316442,0.830636212,0.000467,1,-0.06584944200000001,ambiguous
H2AFY,0.015779286,0.830655148,0.249,1,0.233220714,ambiguous
AGPAT4,0.04018559,0.830655148,-0.859,1,-0.89918559,ambiguous
PPP2R5D,0.033292072,0.831891059,-0.227,1,-0.260292072,ambiguous
AMPH,0.046766707,0.832155071,-0.422,1,-0.468766707,ambiguous
SLC8A2,-0.062146647,0.832353478,-0.266,1,-0.20385335300000001,ambiguous
NIPSNAP1,0.038061691,0.832353478,0.118,1,0.07993830899999999,ambiguous
COX6B1,0.034575739,0.832488352,0.13,1,0.09542426100000001,ambiguous
MAP1S,-0.042322125,0.832488352,-0.733,1,-0.690677875,ambiguous
PGM1,0.020828194,0.833516535,0.615,1,0.594171806,ambiguous
SH3GLB2,-0.030104402,0.834615206,-0.222,1,-0.191895598,ambiguous
IGSF8,0.033033219,0.834819827,0.35,1,0.316966781,ambiguous
AHNAK,0.06429395,0.835357769,0.288,1,0.22370605,ambiguous
NFASC,-0.034896027,0.835672629,0.635,1,0.6698960270000001,ambiguous
PSMD13,0.026824227,0.835672629,-0.885,1,-0.911824227,ambiguous
HNRNPUL1,-0.023238581,0.837210725,0.000995,1,0.024233581,ambiguous
TAF15,-0.021276277,0.837601839,0.555,1,0.5762762770000001,ambiguous
PSMA5,0.042241012,0.83762229,0.446,1,0.403758988,ambiguous
TUBA4A,0.053182416,0.838297669,-0.346,1,-0.399182416,ambiguous
STK32C,-0.036878859,0.838297669,0.0999,1,0.136778859,ambiguous
ARHGEF7,0.016406392,0.83838649,0.0539,1,0.037493608000000005,ambiguous
NDRG2,0.042683788,0.839434391,0.864,1,0.8213162119999999,ambiguous
DCTN3,0.033729059,0.839763897,-0.517,1,-0.550729059,ambiguous
TENM4,-0.026752768,0.8406995,-0.535,1,-0.508247232,ambiguous
RAB11FIP5,-0.041544344,0.841531675,0.129,1,0.17054434400000001,ambiguous
ARHGEF2,0.033867144,0.841707934,-0.074,1,-0.107867144,ambiguous
CAMK2B,-0.043128472,0.842138543,0.78,1,0.823128472,ambiguous
SNPH,-0.041514746,0.84227946,0.219,1,0.260514746,ambiguous
MACF1,-0.025750179,0.84227946,-0.104,1,-0.078249821,ambiguous
ATCAY,-0.041387573,0.842404996,-0.389,1,-0.347612427,ambiguous
AKR1C1,-0.046389839,0.842773277,-0.398,1,-0.35161016100000003,ambiguous
TPD52L2,-0.017917341,0.844023687,0.598,1,0.615917341,ambiguous
TNS1,-0.06459039,0.844547508,-0.0147,1,0.04989039,ambiguous
AGL,0.031925321,0.844626326,0.921,1,0.889074679,ambiguous
CYC1,-0.030009478,0.845079081,0.427,1,0.45700947799999997,ambiguous
KCNAB2,0.043459778,0.848118722,0.0802,1,0.036740221999999996,ambiguous
SERPINH1,0.119336368,0.849580787,-0.237,1,-0.356336368,ambiguous
RPS6KA1,0.05788144,0.849696092,0.258,1,0.20011856,ambiguous
SBF1,0.02859324,0.851664062,-0.146,1,-0.17459323999999998,ambiguous
VCP,0.019190261,0.851878123,0.0734,1,0.05420973900000001,ambiguous
COL6A3,0.104728643,0.852041903,-0.6,1,-0.7047286429999999,ambiguous
ENO2,0.043223538,0.852283913,0.357,1,0.313776462,ambiguous
PPME1,0.030871474,0.852357274,-1.29,1,-1.320871474,ambiguous
ACOT9,0.024875041,0.852569491,0.868,1,0.843124959,ambiguous
OGDH,-0.019720278,0.854760099,-0.472,1,-0.452279722,ambiguous
HAPLN4,-0.065237959,0.854950817,0.391,1,0.456237959,ambiguous
C16orf62,0.018393972,0.856071078,0.243,1,0.22460602799999999,ambiguous
CEND1,0.041398802,0.85615987,2.17,1,2.128601198,ambiguous
NACAD,0.053303734,0.856192299,0.157,1,0.10369626600000001,ambiguous
PACSIN1,-0.046684312,0.85662462,0.215,1,0.261684312,ambiguous
MYO18A,-0.034779389,0.85701426,-0.026,1,0.008779389000000002,ambiguous
UBE3C,0.01340313,0.857027852,0.546,1,0.53259687,ambiguous
CKMT1A,-0.044666101,0.858297696,0.114,1,0.158666101,ambiguous
PLXNA4,-0.045616602,0.861351431,-0.408,1,-0.36238339799999997,ambiguous
TBC1D10B,0.028245285,0.861760004,-0.406,1,-0.43424528500000004,ambiguous
WDR11,-0.015445665,0.86270615,-0.0398,1,-0.024354335,ambiguous
BRSK1,-0.032485559,0.86301608,-0.218,1,-0.185514441,ambiguous
PPIL3,-0.028466702,0.863047937,-0.448,1,-0.419533298,ambiguous
DDX17,-0.018099497,0.865010854,-0.282,1,-0.26390050299999995,ambiguous
COX6A1,0.033593754,0.865288621,0.22,1,0.186406246,ambiguous
SLC25A1,-0.033792791,0.866635433,0.288,1,0.32179279099999997,ambiguous
HEPACAM,0.038012445,0.866909234,0.893,1,0.854987555,ambiguous
FLNA,-0.057326801,0.868398756,-0.378,1,-0.320673199,ambiguous
PMM1,-0.024931028,0.869589605,-1.04,1,-1.0150689720000001,ambiguous
COX5A,0.028873892,0.870018369,-0.0487,1,-0.077573892,ambiguous
CRELD1,0.029285995,0.870018369,-0.558,1,-0.587285995,ambiguous
BAIAP2,-0.037076493,0.870018369,0.114,1,0.151076493,ambiguous
MPI,-0.02212245,0.870288088,-0.239,1,-0.21687755,ambiguous
ACOT7,-0.035638392,0.871294391,-0.379,1,-0.343361608,ambiguous
MYL6B,0.025072656,0.87213442,0.625,1,0.599927344,ambiguous
BCAR1,-0.029232642,0.872400344,-0.367,1,-0.337767358,ambiguous
MDH2,0.026814626,0.872843106,0.308,1,0.281185374,ambiguous
COPG2,0.022416835,0.872843106,-0.519,1,-0.541416835,ambiguous
GPHN,-0.012511024,0.872985075,0.0704,1,0.082911024,ambiguous
UCHL1,-0.033874461,0.873033986,-0.624,1,-0.590125539,ambiguous
OLFM1,0.041569104,0.873389403,0.0588,1,0.017230895999999996,ambiguous
GABBR1,-0.025373107,0.873668334,0.224,1,0.249373107,ambiguous
PI4KA,0.032277252,0.87468186,-0.179,1,-0.211277252,ambiguous
LRRC73,-0.046691806,0.874765866,0.516,1,0.562691806,ambiguous
ACTR1A,0.017867097,0.874912293,-0.344,1,-0.36186709699999997,ambiguous
MAPRE3,-0.030519776,0.875430845,-0.732,1,-0.701480224,ambiguous
RFTN1,-0.031089228,0.876676141,0.0999,1,0.130989228,ambiguous
AK1,-0.02012998,0.876765008,-0.396,1,-0.37587002,ambiguous
PPP2R5B,-0.02382366,0.877242196,-0.453,1,-0.42917634,ambiguous
HNRNPL,-0.017559256,0.877695896,-0.188,1,-0.170440744,ambiguous
SND1,-0.012866215,0.877921805,-2.14,1,-2.1271337850000003,ambiguous
OSBPL6,0.028903387,0.878010837,0.299,1,0.270096613,ambiguous
DSP,0.102353173,0.878093019,-1.23,1,-1.332353173,ambiguous
PYGM,0.048208664,0.878527427,-0.321,1,-0.369208664,ambiguous
CAMSAP1,0.012116789,0.880125486,-0.0919,1,-0.104016789,ambiguous
KCNIP4,0.036401108,0.880130184,-0.00787,1,-0.044271108,ambiguous
GOT1,0.039295971,0.880326982,0.124,1,0.084704029,ambiguous
ARHGAP44,-0.031225469,0.880715553,0.0464,1,0.077625469,ambiguous
GART,0.013338013,0.881366115,0.056,1,0.042661987,ambiguous
ARF1,-0.019447838,0.882243673,0.0897,1,0.109147838,ambiguous
IDH3B,-0.022158534,0.882364099,-0.239,1,-0.21684146599999998,ambiguous
GNB5,0.030952606,0.882542655,-0.275,1,-0.305952606,ambiguous
COX7A2,0.036988127,0.882615046,0.182,1,0.14501187299999999,ambiguous
IPO9,0.011673441,0.882615046,0.758,1,0.746326559,ambiguous
GLRX3,0.012189524,0.884101096,-0.48,1,-0.492189524,ambiguous
DNM1,-0.040461959,0.884101096,-0.0505,1,-0.010038041000000004,ambiguous
MYO1B,0.038697647,0.884566142,0.223,1,0.184302353,ambiguous
SDHA,0.021765427,0.885864708,0.902,1,0.8802345730000001,ambiguous
ACLY,-0.021967351,0.885946042,-0.391,1,-0.369032649,ambiguous
PAFAH1B3,0.024805625,0.885946042,-0.843,1,-0.867805625,ambiguous
LMO7,0.024571389,0.887331635,0.136,1,0.11142861100000001,ambiguous
CDC42BPB,0.01455832,0.887493164,0.0541,1,0.03954168,ambiguous
ITPR2,0.022696479,0.887507938,0.229,1,0.20630352100000002,ambiguous
UBXN6,-0.020600151,0.887544049,0.0242,1,0.044800150999999996,ambiguous
IMMT,-0.017685118,0.887795979,0.304,1,0.321685118,ambiguous
NDUFA2,0.027759105,0.888085145,-0.561,1,-0.5887591050000001,ambiguous
DLGAP3,-0.041118451,0.888187878,1.06,1,1.101118451,ambiguous
EEF1A2,0.035422904,0.889782505,-0.126,1,-0.161422904,ambiguous
PDXP,0.026003232,0.890246479,-0.552,1,-0.578003232,ambiguous
DLGAP4,-0.028767058,0.890848799,-0.261,1,-0.232232942,ambiguous
PHPT1,-0.020117776,0.890932394,-0.493,1,-0.472882224,ambiguous
GPI,-0.025791918,0.890932394,-0.906,1,-0.880208082,ambiguous
CAPNS1,-0.022447348,0.891414346,-0.154,1,-0.131552652,ambiguous
PTRH2,-0.014619262,0.892015617,-0.34,1,-0.325380738,ambiguous
CPNE3,0.023218458,0.893253451,-0.0848,1,-0.108018458,ambiguous
PITPNM3,-0.032076523,0.895731621,-0.106,1,-0.07392347699999999,ambiguous
RAB3A,-0.037710667,0.895731621,-0.455,1,-0.41728933300000004,ambiguous
VAT1,-0.03521252,0.895731621,0.266,1,0.30121252,ambiguous
TTLL12,-0.021716274,0.895776708,0.0287,1,0.050416274,ambiguous
RAB1B,0.014991233,0.896565577,0.26,1,0.24500876700000002,ambiguous
RASA2,-0.017391276,0.896790881,-0.313,1,-0.295608724,ambiguous
FARSB,-0.019893121,0.89878325,-0.614,1,-0.594106879,ambiguous
TECR,0.016618356,0.898980195,0.566,1,0.5493816439999999,ambiguous
PRPF6,-0.013618607,0.899440223,-0.7,1,-0.686381393,ambiguous
PRDX2,-0.021981898,0.899728484,0.322,1,0.343981898,ambiguous
EIF4A3,0.014558519,0.899911517,-0.0127,1,-0.027258519000000002,ambiguous
CS,0.016684775,0.900563351,-0.083,1,-0.099684775,ambiguous
PTK2B,-0.033813972,0.900752001,-0.106,1,-0.072186028,ambiguous
PSD,-0.028704407,0.900917111,0.0794,1,0.108104407,ambiguous
ATP6V0D1,-0.022306062,0.901539652,0.0486,1,0.07090606199999999,ambiguous
MAP2K2,0.01734561,0.901603757,-0.0539,1,-0.07124561,ambiguous
CAPZB,0.013631335,0.901603757,-0.132,1,-0.145631335,ambiguous
SMG1,0.012622589,0.902669232,-0.633,1,-0.645622589,ambiguous
MAP1LC3A,-0.023425772,0.903533715,-0.163,1,-0.139574228,ambiguous
GANAB,0.01214772,0.904051876,-1.24,1,-1.25214772,ambiguous
ARHGAP1,-0.022524084,0.904067228,0.153,1,0.175524084,ambiguous
COPS7A,0.021842727,0.904294281,-0.927,1,-0.948842727,ambiguous
CORO1B,-0.023455145,0.905560909,-0.951,1,-0.927544855,ambiguous
F8A1,-0.018174304,0.905560909,0.726,1,0.744174304,ambiguous
DIP2C,0.014013164,0.905560909,-0.831,1,-0.8450131639999999,ambiguous
MYL12A,0.030327854,0.905967736,0.0953,1,0.064972146,ambiguous
LARS2,0.011918617,0.906215144,-0.0853,1,-0.09721861700000001,ambiguous
TXN,0.023312804,0.906308101,-1.72,1,-1.7433128039999999,ambiguous
CORO1A,-0.024043504,0.907146682,-1.25,1,-1.225956496,ambiguous
STOM,-0.031261807,0.907554994,-0.262,1,-0.230738193,ambiguous
PDE1B,0.029340394,0.907741838,-0.515,1,-0.544340394,ambiguous
SLC25A3,0.019329569,0.9113847,0.746,1,0.726670431,ambiguous
COX5B,-0.022894601,0.911833031,0.248,1,0.270894601,ambiguous
ADD2,0.028100555,0.912278453,-0.108,1,-0.136100555,ambiguous
ABR,-0.017314514,0.91257204,0.172,1,0.189314514,ambiguous
MAOA,0.019205706,0.91305041,1.04,1,1.020794294,ambiguous
AP2A2,-0.017590369,0.913280003,0.000569,1,0.018159369,ambiguous
PACS2,0.02644825,0.913435961,-2.55,1,-2.57644825,ambiguous
SNCB,-0.031016099,0.91505012,0.836,1,0.867016099,ambiguous
SFXN3,-0.012388054,0.91560958,0.876,1,0.888388054,ambiguous
KHDRBS1,-0.010393226,0.916075841,0.296,1,0.30639322599999996,ambiguous
VPS53,-0.015399001,0.916312104,-0.479,1,-0.46360099899999996,ambiguous
KCNQ2,-0.029413929,0.916312104,-0.0964,1,-0.06698607100000001,ambiguous
NSFL1C,0.009186265,0.91639486,-0.192,1,-0.201186265,ambiguous
NDUFB9,0.019981662,0.916691319,0.057,1,0.037018338,ambiguous
PSMD11,0.009013562,0.918064585,-0.523,1,-0.532013562,ambiguous
GABRB1,0.017531018,0.919735551,-0.138,1,-0.15553101800000002,ambiguous
CCDC177,0.026358786,0.919736362,0.0948,1,0.068441214,ambiguous
ISOC2,0.015221267,0.919953125,-0.309,1,-0.324221267,ambiguous
PITPNM1,-0.022392868,0.920822218,0.15,1,0.172392868,ambiguous
PPP2R1A,-0.016871421,0.921623077,-0.328,1,-0.311128579,ambiguous
BAG6,-0.012378891,0.923142363,0.498,1,0.510378891,ambiguous
RPH3A,0.030924264,0.924184932,0.0358,1,0.004875735999999999,ambiguous
KIAA0513,0.021251938,0.924313226,-0.701,1,-0.722251938,ambiguous
PTPRN2,-0.022037412,0.924872674,0.0316,1,0.053637412,ambiguous
RUVBL2,0.013441774,0.92545148,-0.04,1,-0.053441774,ambiguous
HECTD4,-0.011129401,0.926220075,0.214,1,0.225129401,ambiguous
CNPY3,-0.014342887,0.926234705,-1.03,1,-1.015657113,ambiguous
ATP2B2,0.026042279,0.926701747,0.576,1,0.549957721,ambiguous
NDUFAB1,0.023405353,0.927265195,1.29,1,1.266594647,ambiguous
SLC12A5,-0.02579049,0.927300845,0.00981,1,0.03560049,ambiguous
LMNA,0.031237768,0.928927585,0.671,1,0.639762232,ambiguous
AHNAK2,0.021552692,0.929575816,0.0171,1,-0.004452691999999998,ambiguous
TIMM50,0.008504786,0.929598518,1.54,1,1.531495214,ambiguous
NDUFS6,0.016750141,0.93014277,0.827,1,0.8102498589999999,ambiguous
PRKCG,0.035166594,0.930875642,0.0562,1,0.021033405999999998,ambiguous
GDAP1L1,-0.019259135,0.931707435,-0.726,1,-0.706740865,ambiguous
APOL2,-0.015384583,0.932031302,0.361,1,0.376384583,ambiguous
GAPDH,0.011959516,0.932712958,0.271,1,0.259040484,ambiguous
