#category	term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
TISSUES	BTO:0001489	Whole body	95	13099	0.16	0.5	2.25e-10	9606.ENSP00000011473,9606.ENSP00000046794,9606.ENSP00000173229,9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000236959,9606.ENSP00000245907,9606.ENSP00000248594,9606.ENSP00000249330,9606.ENSP00000257860,9606.ENSP00000260665,9606.ENSP00000263578,9606.ENSP00000264613,9606.ENSP00000264637,9606.ENSP00000264828,9606.ENSP00000264832,9606.ENSP00000266022,9606.ENSP00000266041,9606.ENSP00000266254,9606.ENSP00000268182,9606.ENSP00000298159,9606.ENSP00000300060,9606.ENSP00000300648,9606.ENSP00000310036,9606.ENSP00000310623,9606.ENSP00000311469,9606.ENSP00000314649,9606.ENSP00000317780,9606.ENSP00000322706,9606.ENSP00000327323,9606.ENSP00000330737,9606.ENSP00000339157,9606.ENSP00000340019,9606.ENSP00000345107,9606.ENSP00000348128,9606.ENSP00000349577,9606.ENSP00000349748,9606.ENSP00000350314,9606.ENSP00000351646,9606.ENSP00000352071,9606.ENSP00000357055,9606.ENSP00000359151,9606.ENSP00000359258,9606.ENSP00000359497,9606.ENSP00000360141,9606.ENSP00000363017,9606.ENSP00000363868,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000365462,9606.ENSP00000367851,9606.ENSP00000370635,9606.ENSP00000371152,9606.ENSP00000372155,9606.ENSP00000373477,9606.ENSP00000376184,9606.ENSP00000377195,9606.ENSP00000378131,9606.ENSP00000378786,9606.ENSP00000379038,9606.ENSP00000379212,9606.ENSP00000379372,9606.ENSP00000379845,9606.ENSP00000379975,9606.ENSP00000380948,9606.ENSP00000380958,9606.ENSP00000381340,9606.ENSP00000381581,9606.ENSP00000381601,9606.ENSP00000385035,9606.ENSP00000385451,9606.ENSP00000385757,9606.ENSP00000389631,9606.ENSP00000392147,9606.ENSP00000399259,9606.ENSP00000407685,9606.ENSP00000408526,9606.ENSP00000410242,9606.ENSP00000411355,9606.ENSP00000416561,9606.ENSP00000417864,9606.ENSP00000420588,9606.ENSP00000424846,9606.ENSP00000432768,9606.ENSP00000436126,9606.ENSP00000446955,9606.ENSP00000450540,9606.ENSP00000452786,9606.ENSP00000473980,9606.ENSP00000478303,9606.ENSP00000480132,9606.ENSP00000482841,9606.ENSP00000491537,9606.ENSP00000497382,9606.ENSP00000498358	SYPL1,LCP2,NTN1,ITGB8,VTN,ATIC,C3,PTPN12,VGF,PRPH,LRPPRC,FOXRED1,CP,THRA,COL5A3,ICAM1,RBM6,ITIH4,TTLL1,IQGAP1,CFL2,ANPEP,GCN1,CD34,ISCU,GSTM1,ALDH5A1,COX5A,HMGCS1,THNSL2,NDUFA12,CPM,HSPD1,C2orf88,SVIL,PRODH,SFPQ,BCO2,STIP1,CD163,PEA15,DBT,GCLM,GBP2,GNAS,RPA2,ABCA1,HLA-DRB5,HLA-C,PCCA,CYBB,SLC39A14,ASAH1,PSME1,GPX3,BDH1,DBN1,CFI,HLA-DRA,TYMP,PODN,GTF2A2,ABAT,ILK,ITGB2,MBP,GGT5,LCP1,MX1,C1S,MDK,BLVRA,ARPC1B,PPP6C,FCHSD1,TNXB,IMPA1,IGF2BP2,PTPRC,CFB,ANP32A,TFAM,SH3BP2,CKAP5,SAA2,MYL6,SERPINA3,ITGB3,MRPL37,POLR2E,NCAM1,CRABP2,FDFT1,CD53,FECH
TISSUES	BTO:0001488	Endocrine gland	67	6403	0.32	0.68	2.41e-10	9606.ENSP00000011473,9606.ENSP00000226218,9606.ENSP00000236959,9606.ENSP00000245907,9606.ENSP00000248594,9606.ENSP00000260665,9606.ENSP00000263578,9606.ENSP00000264613,9606.ENSP00000264637,9606.ENSP00000264832,9606.ENSP00000266022,9606.ENSP00000268182,9606.ENSP00000298159,9606.ENSP00000300060,9606.ENSP00000300648,9606.ENSP00000310623,9606.ENSP00000311469,9606.ENSP00000314649,9606.ENSP00000317780,9606.ENSP00000322706,9606.ENSP00000330737,9606.ENSP00000340019,9606.ENSP00000348128,9606.ENSP00000349748,9606.ENSP00000350314,9606.ENSP00000351646,9606.ENSP00000352071,9606.ENSP00000357055,9606.ENSP00000359151,9606.ENSP00000359258,9606.ENSP00000359497,9606.ENSP00000360141,9606.ENSP00000363868,9606.ENSP00000365402,9606.ENSP00000365462,9606.ENSP00000367851,9606.ENSP00000370635,9606.ENSP00000371152,9606.ENSP00000372155,9606.ENSP00000373477,9606.ENSP00000376184,9606.ENSP00000377195,9606.ENSP00000378131,9606.ENSP00000378786,9606.ENSP00000379038,9606.ENSP00000379212,9606.ENSP00000379845,9606.ENSP00000380948,9606.ENSP00000380958,9606.ENSP00000381340,9606.ENSP00000381581,9606.ENSP00000385035,9606.ENSP00000385757,9606.ENSP00000392147,9606.ENSP00000407685,9606.ENSP00000408526,9606.ENSP00000410242,9606.ENSP00000411355,9606.ENSP00000416561,9606.ENSP00000417864,9606.ENSP00000432768,9606.ENSP00000436126,9606.ENSP00000446955,9606.ENSP00000450540,9606.ENSP00000480132,9606.ENSP00000491537,9606.ENSP00000498358	SYPL1,VTN,ATIC,C3,PTPN12,LRPPRC,FOXRED1,CP,THRA,ICAM1,RBM6,IQGAP1,CFL2,ANPEP,GCN1,ISCU,GSTM1,ALDH5A1,COX5A,HMGCS1,NDUFA12,HSPD1,SVIL,SFPQ,BCO2,STIP1,CD163,PEA15,DBT,GCLM,GBP2,GNAS,ABCA1,HLA-C,PCCA,CYBB,SLC39A14,ASAH1,PSME1,GPX3,BDH1,DBN1,CFI,HLA-DRA,TYMP,PODN,ABAT,ITGB2,MBP,GGT5,LCP1,C1S,BLVRA,PPP6C,TNXB,IMPA1,IGF2BP2,PTPRC,CFB,ANP32A,CKAP5,SAA2,MYL6,SERPINA3,NCAM1,FDFT1,FECH
TISSUES	BTO:0000570	Hematopoietic system	42	2755	0.48	0.87	1.34e-09	9606.ENSP00000046794,9606.ENSP00000226218,9606.ENSP00000245907,9606.ENSP00000248594,9606.ENSP00000260665,9606.ENSP00000264832,9606.ENSP00000266022,9606.ENSP00000300060,9606.ENSP00000300648,9606.ENSP00000310036,9606.ENSP00000314649,9606.ENSP00000327323,9606.ENSP00000340019,9606.ENSP00000348128,9606.ENSP00000349748,9606.ENSP00000352071,9606.ENSP00000359497,9606.ENSP00000363868,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000371152,9606.ENSP00000372155,9606.ENSP00000373477,9606.ENSP00000377195,9606.ENSP00000378786,9606.ENSP00000380948,9606.ENSP00000381581,9606.ENSP00000385035,9606.ENSP00000389631,9606.ENSP00000407685,9606.ENSP00000411355,9606.ENSP00000416561,9606.ENSP00000417864,9606.ENSP00000420588,9606.ENSP00000424846,9606.ENSP00000432768,9606.ENSP00000446955,9606.ENSP00000452786,9606.ENSP00000480132,9606.ENSP00000497382,9606.ENSP00000498358	LCP2,VTN,C3,PTPN12,LRPPRC,ICAM1,RBM6,ANPEP,GCN1,CD34,ALDH5A1,THNSL2,HSPD1,SVIL,SFPQ,CD163,GBP2,ABCA1,HLA-DRB5,HLA-C,CYBB,ASAH1,PSME1,GPX3,DBN1,HLA-DRA,ITGB2,LCP1,C1S,ARPC1B,TNXB,PTPRC,CFB,ANP32A,TFAM,SH3BP2,CKAP5,MYL6,ITGB3,NCAM1,CD53,FECH
TISSUES	BTO:0001486	Skeletal system	29	1307	0.64	1.1	1.47e-09	9606.ENSP00000226218,9606.ENSP00000245907,9606.ENSP00000264613,9606.ENSP00000264832,9606.ENSP00000266041,9606.ENSP00000268182,9606.ENSP00000298159,9606.ENSP00000300060,9606.ENSP00000300648,9606.ENSP00000310036,9606.ENSP00000349748,9606.ENSP00000352071,9606.ENSP00000360141,9606.ENSP00000370635,9606.ENSP00000371152,9606.ENSP00000377195,9606.ENSP00000378131,9606.ENSP00000380948,9606.ENSP00000385035,9606.ENSP00000385451,9606.ENSP00000385757,9606.ENSP00000407685,9606.ENSP00000411355,9606.ENSP00000416561,9606.ENSP00000432768,9606.ENSP00000450540,9606.ENSP00000452786,9606.ENSP00000473980,9606.ENSP00000480132	VTN,C3,CP,ICAM1,ITIH4,IQGAP1,CFL2,ANPEP,GCN1,CD34,SFPQ,CD163,GNAS,SLC39A14,ASAH1,DBN1,CFI,ITGB2,C1S,MDK,BLVRA,TNXB,PTPRC,CFB,CKAP5,SERPINA3,ITGB3,MRPL37,NCAM1
TISSUES	BTO:0000042	Animal	97	15148	0.11	0.42	4.72e-07	9606.ENSP00000011473,9606.ENSP00000046794,9606.ENSP00000173229,9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000236959,9606.ENSP00000245907,9606.ENSP00000248594,9606.ENSP00000249330,9606.ENSP00000257860,9606.ENSP00000260665,9606.ENSP00000263578,9606.ENSP00000264613,9606.ENSP00000264637,9606.ENSP00000264828,9606.ENSP00000264832,9606.ENSP00000266022,9606.ENSP00000266041,9606.ENSP00000266254,9606.ENSP00000268182,9606.ENSP00000296220,9606.ENSP00000298159,9606.ENSP00000300060,9606.ENSP00000300648,9606.ENSP00000310036,9606.ENSP00000310623,9606.ENSP00000311469,9606.ENSP00000314649,9606.ENSP00000317780,9606.ENSP00000322706,9606.ENSP00000327323,9606.ENSP00000330737,9606.ENSP00000339157,9606.ENSP00000340019,9606.ENSP00000345107,9606.ENSP00000348128,9606.ENSP00000349577,9606.ENSP00000349748,9606.ENSP00000350314,9606.ENSP00000351646,9606.ENSP00000352071,9606.ENSP00000357055,9606.ENSP00000359151,9606.ENSP00000359258,9606.ENSP00000359497,9606.ENSP00000360141,9606.ENSP00000363017,9606.ENSP00000363868,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000365462,9606.ENSP00000367851,9606.ENSP00000370635,9606.ENSP00000371152,9606.ENSP00000372155,9606.ENSP00000373477,9606.ENSP00000376184,9606.ENSP00000377195,9606.ENSP00000377486,9606.ENSP00000378131,9606.ENSP00000378786,9606.ENSP00000379038,9606.ENSP00000379212,9606.ENSP00000379372,9606.ENSP00000379845,9606.ENSP00000379975,9606.ENSP00000380948,9606.ENSP00000380958,9606.ENSP00000381340,9606.ENSP00000381581,9606.ENSP00000381601,9606.ENSP00000385035,9606.ENSP00000385451,9606.ENSP00000385757,9606.ENSP00000389631,9606.ENSP00000392147,9606.ENSP00000399259,9606.ENSP00000407685,9606.ENSP00000408526,9606.ENSP00000410242,9606.ENSP00000411355,9606.ENSP00000416561,9606.ENSP00000417864,9606.ENSP00000420588,9606.ENSP00000424846,9606.ENSP00000432768,9606.ENSP00000436126,9606.ENSP00000446955,9606.ENSP00000450540,9606.ENSP00000452786,9606.ENSP00000473980,9606.ENSP00000478303,9606.ENSP00000480132,9606.ENSP00000482841,9606.ENSP00000491537,9606.ENSP00000497382,9606.ENSP00000498358	SYPL1,LCP2,NTN1,ITGB8,VTN,ATIC,C3,PTPN12,VGF,PRPH,LRPPRC,FOXRED1,CP,THRA,COL5A3,ICAM1,RBM6,ITIH4,TTLL1,IQGAP1,OSBPL11,CFL2,ANPEP,GCN1,CD34,ISCU,GSTM1,ALDH5A1,COX5A,HMGCS1,THNSL2,NDUFA12,CPM,HSPD1,C2orf88,SVIL,PRODH,SFPQ,BCO2,STIP1,CD163,PEA15,DBT,GCLM,GBP2,GNAS,RPA2,ABCA1,HLA-DRB5,HLA-C,PCCA,CYBB,SLC39A14,ASAH1,PSME1,GPX3,BDH1,DBN1,MRPL19,CFI,HLA-DRA,TYMP,PODN,GTF2A2,ABAT,ILK,ITGB2,MBP,GGT5,LCP1,MX1,C1S,MDK,BLVRA,ARPC1B,PPP6C,FCHSD1,TNXB,IMPA1,IGF2BP2,PTPRC,CFB,ANP32A,TFAM,SH3BP2,CKAP5,SAA2,MYL6,SERPINA3,ITGB3,MRPL37,POLR2E,NCAM1,CRABP2,FDFT1,CD53,FECH
TISSUES	BTO:0003091	Urogenital system	60	7090	0.23	0.45	9.60e-05	9606.ENSP00000011473,9606.ENSP00000173229,9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000236959,9606.ENSP00000245907,9606.ENSP00000248594,9606.ENSP00000260665,9606.ENSP00000263578,9606.ENSP00000264637,9606.ENSP00000264832,9606.ENSP00000266022,9606.ENSP00000268182,9606.ENSP00000298159,9606.ENSP00000300648,9606.ENSP00000310036,9606.ENSP00000311469,9606.ENSP00000322706,9606.ENSP00000330737,9606.ENSP00000339157,9606.ENSP00000340019,9606.ENSP00000345107,9606.ENSP00000348128,9606.ENSP00000349577,9606.ENSP00000351646,9606.ENSP00000357055,9606.ENSP00000359151,9606.ENSP00000359497,9606.ENSP00000360141,9606.ENSP00000363017,9606.ENSP00000365402,9606.ENSP00000365462,9606.ENSP00000371152,9606.ENSP00000373477,9606.ENSP00000377195,9606.ENSP00000378786,9606.ENSP00000379038,9606.ENSP00000379212,9606.ENSP00000379975,9606.ENSP00000380958,9606.ENSP00000381340,9606.ENSP00000381581,9606.ENSP00000381601,9606.ENSP00000385035,9606.ENSP00000385451,9606.ENSP00000385757,9606.ENSP00000392147,9606.ENSP00000408526,9606.ENSP00000411355,9606.ENSP00000417864,9606.ENSP00000424846,9606.ENSP00000432768,9606.ENSP00000446955,9606.ENSP00000450540,9606.ENSP00000452786,9606.ENSP00000473980,9606.ENSP00000480132,9606.ENSP00000482841,9606.ENSP00000491537,9606.ENSP00000498358	SYPL1,NTN1,ITGB8,VTN,ATIC,C3,PTPN12,LRPPRC,FOXRED1,THRA,ICAM1,RBM6,IQGAP1,CFL2,GCN1,CD34,GSTM1,HMGCS1,NDUFA12,CPM,HSPD1,C2orf88,SVIL,PRODH,STIP1,PEA15,DBT,GBP2,GNAS,RPA2,HLA-C,PCCA,ASAH1,GPX3,DBN1,HLA-DRA,TYMP,PODN,ILK,MBP,GGT5,LCP1,MX1,C1S,MDK,BLVRA,PPP6C,IMPA1,PTPRC,ANP32A,SH3BP2,CKAP5,MYL6,SERPINA3,ITGB3,MRPL37,NCAM1,CRABP2,FDFT1,FECH
TISSUES	BTO:0000574	Hematopoietic cell	19	1019	0.57	0.67	0.00012	9606.ENSP00000260665,9606.ENSP00000300648,9606.ENSP00000310036,9606.ENSP00000314649,9606.ENSP00000327323,9606.ENSP00000340019,9606.ENSP00000349748,9606.ENSP00000363868,9606.ENSP00000373477,9606.ENSP00000380948,9606.ENSP00000381581,9606.ENSP00000385035,9606.ENSP00000407685,9606.ENSP00000411355,9606.ENSP00000420588,9606.ENSP00000432768,9606.ENSP00000446955,9606.ENSP00000480132,9606.ENSP00000498358	LRPPRC,GCN1,CD34,ALDH5A1,THNSL2,HSPD1,SFPQ,ABCA1,GPX3,ITGB2,LCP1,C1S,TNXB,PTPRC,TFAM,CKAP5,MYL6,NCAM1,FECH
TISSUES	BTO:0000203	Respiratory system	25	1707	0.46	0.6	0.00013	9606.ENSP00000011473,9606.ENSP00000046794,9606.ENSP00000226218,9606.ENSP00000245907,9606.ENSP00000264613,9606.ENSP00000264832,9606.ENSP00000266022,9606.ENSP00000322706,9606.ENSP00000339157,9606.ENSP00000340019,9606.ENSP00000351646,9606.ENSP00000357055,9606.ENSP00000360141,9606.ENSP00000363017,9606.ENSP00000365402,9606.ENSP00000372155,9606.ENSP00000373477,9606.ENSP00000378786,9606.ENSP00000379038,9606.ENSP00000379372,9606.ENSP00000380958,9606.ENSP00000385035,9606.ENSP00000446955,9606.ENSP00000478303,9606.ENSP00000491537	SYPL1,LCP2,VTN,C3,CP,ICAM1,RBM6,HMGCS1,CPM,HSPD1,STIP1,PEA15,GNAS,RPA2,HLA-C,PSME1,GPX3,HLA-DRA,TYMP,GTF2A2,MBP,C1S,MYL6,POLR2E,FDFT1
TISSUES	BTO:0000753	Lymphoid tissue	24	1600	0.47	0.61	0.00014	9606.ENSP00000260665,9606.ENSP00000264832,9606.ENSP00000266022,9606.ENSP00000300648,9606.ENSP00000314649,9606.ENSP00000327323,9606.ENSP00000340019,9606.ENSP00000349748,9606.ENSP00000352071,9606.ENSP00000359497,9606.ENSP00000365402,9606.ENSP00000372155,9606.ENSP00000373477,9606.ENSP00000378786,9606.ENSP00000380948,9606.ENSP00000381581,9606.ENSP00000385035,9606.ENSP00000411355,9606.ENSP00000420588,9606.ENSP00000424846,9606.ENSP00000432768,9606.ENSP00000446955,9606.ENSP00000480132,9606.ENSP00000497382	LRPPRC,ICAM1,RBM6,GCN1,ALDH5A1,THNSL2,HSPD1,SFPQ,CD163,GBP2,HLA-C,PSME1,GPX3,HLA-DRA,ITGB2,LCP1,C1S,PTPRC,TFAM,SH3BP2,CKAP5,MYL6,NCAM1,CD53
TISSUES	BTO:0000763	Lung	22	1395	0.5	0.61	0.00019	9606.ENSP00000226218,9606.ENSP00000245907,9606.ENSP00000264832,9606.ENSP00000266022,9606.ENSP00000322706,9606.ENSP00000339157,9606.ENSP00000340019,9606.ENSP00000351646,9606.ENSP00000357055,9606.ENSP00000360141,9606.ENSP00000363017,9606.ENSP00000365402,9606.ENSP00000372155,9606.ENSP00000373477,9606.ENSP00000378786,9606.ENSP00000379038,9606.ENSP00000379372,9606.ENSP00000380958,9606.ENSP00000385035,9606.ENSP00000446955,9606.ENSP00000478303,9606.ENSP00000491537	VTN,C3,ICAM1,RBM6,HMGCS1,CPM,HSPD1,STIP1,PEA15,GNAS,RPA2,HLA-C,PSME1,GPX3,HLA-DRA,TYMP,GTF2A2,MBP,C1S,MYL6,POLR2E,FDFT1
TISSUES	BTO:0000284	Organism form	31	2542	0.38	0.53	0.00020	9606.ENSP00000236959,9606.ENSP00000257860,9606.ENSP00000260665,9606.ENSP00000266022,9606.ENSP00000266041,9606.ENSP00000268182,9606.ENSP00000298159,9606.ENSP00000300060,9606.ENSP00000310036,9606.ENSP00000322706,9606.ENSP00000339157,9606.ENSP00000340019,9606.ENSP00000348128,9606.ENSP00000360141,9606.ENSP00000365402,9606.ENSP00000365462,9606.ENSP00000372155,9606.ENSP00000373477,9606.ENSP00000379038,9606.ENSP00000379975,9606.ENSP00000380958,9606.ENSP00000381340,9606.ENSP00000381581,9606.ENSP00000385757,9606.ENSP00000392147,9606.ENSP00000411355,9606.ENSP00000446955,9606.ENSP00000452786,9606.ENSP00000482841,9606.ENSP00000491537,9606.ENSP00000498358	ATIC,PRPH,LRPPRC,RBM6,ITIH4,IQGAP1,CFL2,ANPEP,CD34,HMGCS1,CPM,HSPD1,SVIL,GNAS,HLA-C,PCCA,PSME1,GPX3,TYMP,ILK,MBP,GGT5,LCP1,BLVRA,PPP6C,PTPRC,MYL6,ITGB3,CRABP2,FDFT1,FECH
TISSUES	BTO:0003092	Urinary system	20	1249	0.5	0.58	0.00043	9606.ENSP00000264637,9606.ENSP00000264832,9606.ENSP00000330737,9606.ENSP00000340019,9606.ENSP00000348128,9606.ENSP00000349577,9606.ENSP00000359151,9606.ENSP00000360141,9606.ENSP00000363017,9606.ENSP00000365462,9606.ENSP00000373477,9606.ENSP00000379212,9606.ENSP00000380958,9606.ENSP00000385451,9606.ENSP00000392147,9606.ENSP00000408526,9606.ENSP00000417864,9606.ENSP00000450540,9606.ENSP00000480132,9606.ENSP00000491537	THRA,ICAM1,NDUFA12,HSPD1,SVIL,PRODH,DBT,GNAS,RPA2,PCCA,GPX3,PODN,MBP,MDK,PPP6C,IMPA1,ANP32A,SERPINA3,NCAM1,FDFT1
TISSUES	BTO:0001244	Urinary tract	20	1258	0.5	0.57	0.00046	9606.ENSP00000264637,9606.ENSP00000264832,9606.ENSP00000330737,9606.ENSP00000340019,9606.ENSP00000348128,9606.ENSP00000349577,9606.ENSP00000359151,9606.ENSP00000360141,9606.ENSP00000363017,9606.ENSP00000365462,9606.ENSP00000373477,9606.ENSP00000379212,9606.ENSP00000380958,9606.ENSP00000385451,9606.ENSP00000392147,9606.ENSP00000408526,9606.ENSP00000417864,9606.ENSP00000450540,9606.ENSP00000480132,9606.ENSP00000491537	THRA,ICAM1,NDUFA12,HSPD1,SVIL,PRODH,DBT,GNAS,RPA2,PCCA,GPX3,PODN,MBP,MDK,PPP6C,IMPA1,ANP32A,SERPINA3,NCAM1,FDFT1
TISSUES	BTO:0000775	Lymphocyte	14	698	0.6	0.58	0.0012	9606.ENSP00000260665,9606.ENSP00000300648,9606.ENSP00000314649,9606.ENSP00000327323,9606.ENSP00000340019,9606.ENSP00000349748,9606.ENSP00000373477,9606.ENSP00000380948,9606.ENSP00000381581,9606.ENSP00000411355,9606.ENSP00000420588,9606.ENSP00000432768,9606.ENSP00000446955,9606.ENSP00000480132	LRPPRC,GCN1,ALDH5A1,THNSL2,HSPD1,SFPQ,GPX3,ITGB2,LCP1,PTPRC,TFAM,CKAP5,MYL6,NCAM1
TISSUES	BTO:0001484	Nervous system	51	6016	0.23	0.39	0.0012	9606.ENSP00000011473,9606.ENSP00000173229,9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000236959,9606.ENSP00000248594,9606.ENSP00000249330,9606.ENSP00000257860,9606.ENSP00000260665,9606.ENSP00000263578,9606.ENSP00000264613,9606.ENSP00000264637,9606.ENSP00000266022,9606.ENSP00000266254,9606.ENSP00000298159,9606.ENSP00000310623,9606.ENSP00000314649,9606.ENSP00000317780,9606.ENSP00000322706,9606.ENSP00000340019,9606.ENSP00000349577,9606.ENSP00000349748,9606.ENSP00000351646,9606.ENSP00000357055,9606.ENSP00000359497,9606.ENSP00000360141,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000370635,9606.ENSP00000371152,9606.ENSP00000373477,9606.ENSP00000377195,9606.ENSP00000378131,9606.ENSP00000379845,9606.ENSP00000379975,9606.ENSP00000380958,9606.ENSP00000381340,9606.ENSP00000381581,9606.ENSP00000385035,9606.ENSP00000385451,9606.ENSP00000385757,9606.ENSP00000392147,9606.ENSP00000408526,9606.ENSP00000417864,9606.ENSP00000424846,9606.ENSP00000432768,9606.ENSP00000436126,9606.ENSP00000446955,9606.ENSP00000450540,9606.ENSP00000480132,9606.ENSP00000491537	SYPL1,NTN1,ITGB8,VTN,ATIC,PTPN12,VGF,PRPH,LRPPRC,FOXRED1,CP,THRA,RBM6,TTLL1,CFL2,ISCU,ALDH5A1,COX5A,HMGCS1,HSPD1,PRODH,SFPQ,STIP1,PEA15,GBP2,GNAS,HLA-C,CYBB,SLC39A14,ASAH1,GPX3,DBN1,CFI,ABAT,ILK,MBP,GGT5,LCP1,C1S,MDK,BLVRA,PPP6C,IMPA1,ANP32A,SH3BP2,CKAP5,SAA2,MYL6,SERPINA3,NCAM1,FDFT1
TISSUES	BTO:0000132	Blood platelet	10	363	0.74	0.62	0.0015	9606.ENSP00000046794,9606.ENSP00000226218,9606.ENSP00000245907,9606.ENSP00000248594,9606.ENSP00000340019,9606.ENSP00000348128,9606.ENSP00000371152,9606.ENSP00000377195,9606.ENSP00000389631,9606.ENSP00000452786	LCP2,VTN,C3,PTPN12,HSPD1,SVIL,ASAH1,DBN1,ARPC1B,ITGB3
TISSUES	BTO:0000751	Leukocyte	16	924	0.54	0.54	0.0015	9606.ENSP00000260665,9606.ENSP00000300648,9606.ENSP00000314649,9606.ENSP00000327323,9606.ENSP00000340019,9606.ENSP00000349748,9606.ENSP00000373477,9606.ENSP00000380948,9606.ENSP00000381581,9606.ENSP00000385035,9606.ENSP00000407685,9606.ENSP00000411355,9606.ENSP00000420588,9606.ENSP00000432768,9606.ENSP00000446955,9606.ENSP00000480132	LRPPRC,GCN1,ALDH5A1,THNSL2,HSPD1,SFPQ,GPX3,ITGB2,LCP1,C1S,TNXB,PTPRC,TFAM,CKAP5,MYL6,NCAM1
TISSUES	BTO:0000562	Heart	14	738	0.58	0.55	0.0018	9606.ENSP00000245907,9606.ENSP00000260665,9606.ENSP00000264828,9606.ENSP00000264832,9606.ENSP00000310036,9606.ENSP00000310623,9606.ENSP00000311469,9606.ENSP00000317780,9606.ENSP00000340019,9606.ENSP00000350314,9606.ENSP00000357055,9606.ENSP00000373477,9606.ENSP00000376184,9606.ENSP00000478303	C3,LRPPRC,COL5A3,ICAM1,CD34,ISCU,GSTM1,COX5A,HSPD1,BCO2,PEA15,GPX3,BDH1,POLR2E
TISSUES	BTO:0000511	Gastrointestinal tract	23	1816	0.4	0.45	0.0024	9606.ENSP00000236959,9606.ENSP00000245907,9606.ENSP00000248594,9606.ENSP00000300060,9606.ENSP00000311469,9606.ENSP00000340019,9606.ENSP00000351646,9606.ENSP00000357055,9606.ENSP00000360141,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000370635,9606.ENSP00000371152,9606.ENSP00000373477,9606.ENSP00000378786,9606.ENSP00000379975,9606.ENSP00000381340,9606.ENSP00000385035,9606.ENSP00000392147,9606.ENSP00000416561,9606.ENSP00000446955,9606.ENSP00000482841,9606.ENSP00000491537	ATIC,C3,PTPN12,ANPEP,GSTM1,HSPD1,STIP1,PEA15,GNAS,HLA-DRB5,HLA-C,SLC39A14,ASAH1,GPX3,HLA-DRA,ILK,GGT5,C1S,PPP6C,CFB,MYL6,CRABP2,FDFT1
TISSUES	BTO:0000174	Embryonic structure	27	2369	0.36	0.43	0.0025	9606.ENSP00000236959,9606.ENSP00000257860,9606.ENSP00000260665,9606.ENSP00000266022,9606.ENSP00000268182,9606.ENSP00000298159,9606.ENSP00000300060,9606.ENSP00000310036,9606.ENSP00000322706,9606.ENSP00000339157,9606.ENSP00000340019,9606.ENSP00000348128,9606.ENSP00000360141,9606.ENSP00000365402,9606.ENSP00000372155,9606.ENSP00000373477,9606.ENSP00000379038,9606.ENSP00000379975,9606.ENSP00000380958,9606.ENSP00000381340,9606.ENSP00000381581,9606.ENSP00000392147,9606.ENSP00000411355,9606.ENSP00000446955,9606.ENSP00000452786,9606.ENSP00000482841,9606.ENSP00000491537	ATIC,PRPH,LRPPRC,RBM6,IQGAP1,CFL2,ANPEP,CD34,HMGCS1,CPM,HSPD1,SVIL,GNAS,HLA-C,PSME1,GPX3,TYMP,ILK,MBP,GGT5,LCP1,PPP6C,PTPRC,MYL6,ITGB3,CRABP2,FDFT1
