ENTREZID	SYMBOL
2483	FRG1
10942	PRSS21
3255	HPRT1P3
9823	ARMCX2
9133	CCNB2
10245	TIMM17B
9922	IQSEC1
8470	SORBS2
8580	OR8C1P
6275	S100A4
8850	KAT2B
2862	MLNR
3976	LIF
9138	ARHGEF1
7055	THAS
10285	SMNDC1
8594	OR5D3P
6340	SCNN1G
5202	PFDN2
11185	INMT
4062	LY6H
10406	WFDC2
4513	COX2
1641	DCX
8888	MCM3AP
4641	MYO1C
3570	IL6R
6091	ROBO1
10076	PTPRU
5910	RAP1GDS1
5595	MAPK3
6415	SELENOW
9909	DENND4B
10301	DLEU1
5496	PPM1G
6124	RPL4
23626	SPO11
8301	PICALM
10178	TENM1
6688	SPI1
23774	BRD1
10618	TGOLN2
1013	CDH15
5549	PRELP
23743	BHMT2
705	BYSL
1011	CDH12P2
10966	RAB40B
2077	ERF
10761	PLAC1
440	ASNS
8513	LIPF
11284	PNKP
25826	SNORD82
5551	PRF1
11329	STK38
10512	SEMA3C
9054	NFS1
4719	NDUFS1
23038	WDTC1
1896	EDA
2307	FOXS1
23065	EMC1
2645	GCK
5274	SERPINI1
661	POLR3D
8519	IFITM1
2326	FMO1
5654	HTRA1
6031	RN7SL5P
3276	PRMT1
8031	NCOA4
2524	FUT2
4091	SMAD6
5460	POU5F1
23630	KCNE5
2938	GSTA1
5198	PFAS
4658	MYP2
5434	POLR2E
928	CD9
10391	CORO2B
4266	MHS6
4057	LTF
9256	TSPOAP1
1394	CRHR1
5879	RAC1
1824	DSC2
23166	STAB1
7266	DNAJC7
23097	CDK19
10073	SNUPN
9394	HS6ST1
8707	B3GALT2
4210	MEFV
6354	CCL7
23633	KPNA6
5453	POU3F1
7885	CRSA
25796	PGLS
1182	CLCN3
10947	AP3M2
9943	OXSR1
8383	OR1A1
23624	CBLC
6480	ST6GAL1
3578	IL9
11272	PRR4
7975	MAFK
5524	PTPA
10050	SLC17A4
1541	CYMD
1241	LTB4R
6360	CCL16
1785	DNM2
7190	HSP90B2P
5255	PHKA1
8332	H2AC16
899	CCNF
1608	DGKG
8113	MCOP1
4889	NPY5R
6407	SEMG2
5142	PDE4B
1096	CEACAMP8
3576	CXCL8
4055	LTBR
25830	SULT4A1
634	CEACAM1
7412	VCAM1
23162	MAPK8IP3
4043	LRPAP1
22	ABCB7
8525	DGKZ
2275	FHL3
10051	SMC4
7008	TEF
6136	RPL12
1009	CDH11
3684	ITGAM
3940	LDHAP1
4702	NDUFA8
192	AIC
3609	ILF3
5157	PDGFRL
6958	TRBV29OR9-2
3905	LAKLG
4905	NSF
8993	PGLYRP1
5371	PML
965	CD58
10413	YAP1
4617	MYF5
3814	KISS1
4752	NEK3
4335	MNT
3554	IL1R1
10168	ZNF197
5703	PSMC3P1
23704	KCNE4
10920	COPS8
23595	ORC3
2446	FRA11H
467	ATF3
2230	FDX1
4818	NKG7
4489	MT1A
11035	RIPK3
25802	LMOD1
6493	SIM2
4776	NFATC4
8019	BRD3
4733	DRG1
4114	MAGEB3
4087	SMAD2
10517	FBXW10
4967	OGDH
5507	PPP1R3C
23138	N4BP3
23635	SSBP2
10922	FASTK
7183	TRC-GCA24-1
9572	NR1D1
6377	SCZD1
6561	SLC13A1
4891	SLC11A2
1209	CLPTM1
5506	PPP1R3A
11093	ADAMTS13
7060	THBS4
8988	HSPB3
9184	BUB3
2245	FGD1
537	ATP6AP1
10347	ABCA7
5588	PRKCQ
23409	SIRT4
682	BSG
2491	CENPI
8649	LAMTOR3
8170	SLC14A2
4576	TRNT
7068	THRB
6741	SSB
11209	MST1P2
7083	TK1
10659	CELF2
7781	SLC30A3
6490	PMEL
7940	LST1
8204	NRIP1
8330	H2AC15
11133	KPTN
9030	ERDA1
1404	HAPLN1
10235	RASGRP2
4113	MAGEB2
9957	HS3ST1
9717	SEC14L5
4048	LTA4H
23181	DIP2A
10388	SYCP2
9683	N4BP1
651	BMP3
686	BTD
1655	DDX5
23593	HEBP2
10518	CIB2
23619	ZIM2
7974	HRX
6341	SCO1
10927	SPIN1
10979	FERMT2
445	ASS1
2146	EZH2
4649	MYO9A
6566	SLC16A1
8883	NAE1
8215	DVL1P1
6204	RPS10
4540	ND5
8492	PRSS12
10230	NBR2
2557	GABRA4
2949	GSTM5
5253	PHF2
9706	ULK2
1811	SLC26A3
2073	ERCC5
11333	PDAP1
2899	GRIK3
5049	PAFAH1B2
2695	GIP
9215	LARGE1
3047	HBG1
4254	KITLG
664	BNIP3
2859	GPR35
649	BMP1
1479	CSTF3
8927	BSN
2071	ERCC3
9129	PRPF3
4771	NF2
5093	PCBP1
1047	CLGN
2982	GUCY1A1
308	ANXA5
23082	PPRC1
6659	SOX4
25834	MGAT4C
9626	GUCA1C
5936	RBM4
10349	ABCA10
4567	TRNL1
6971	TRGJP1
1668	DEFA3
6757	SSX2
4781	NFIB
23168	RTF1
629	CFB
683	BST1
1389	CREBL2
764	CA5AP1
5501	PPP1CC
10155	TRIM28
3688	ITGB1
9605	VPS9D1
3660	IRF2
9445	ITM2B
6045	RNF2
11021	RAB35
4329	ALDH6A1
1008	CDH10
1663	DDX11
10110	SGK2
10342	TFG
10163	WASF2
3613	IMPA2
2052	EPHX1
10780	ZNF234
23519	ANP32D
6541	SLC7A1
3597	IL13RA1
8546	AP3B1
7468	NSD2
3292	HSD17B1
1522	CTSZ
8924	HERC2
23317	DNAJC13
7182	NR2C2
1728	NQO1
5563	PRKAA2
10657	KHDRBS1
5054	SERPINE1
4327	MMP19
1571	CYP2E1
2470	FRA19B
9321	TRIP11
4319	MMP10
9500	MAGED1
10404	CPQ
644	BLVRA
1545	CYP1B1
2805	GOT1
9874	TLK1
3250	HPR
4728	NDUFS8
8780	RIOK3
5896	RAG1
7497	XCE
8767	RIPK2
11076	TPPP
24148	PRPF6
1579	CYP4A11
3972	LHB
9180	OSMR
712	C1QA
2058	EPRS1
5630	PRPH
3211	HOXB1
4739	NEDD9
933	CD22
7678	ZNF124
3773	KCNJ16
10129	FRY
10023	FRAT1
23203	PMPCA
9283	GPR37L1
2012	EMP1
3614	IMPDH1
6309	SC5D
23443	SLC35A3
2379	FRA2G
1351	COX8A
4809	SNU13
8846	ALKBH1
1091	CEACAMP2
23096	IQSEC2
2277	VEGFD
10549	PRDX4
2522	FUSE
4799	NFX1
375	ARF1
23708	GSPT2
23192	ATG4B
4267	CD99
2178	FANCE
3947	LDHBP2
3683	ITGAL
6635	SNRPE
6699	SPRR1B
8829	NRP1
2204	FCAR
3386	ICAM4
10386	MHW1
5956	OPN1LW
6329	SCN4A
4992	OR1F1
2209	FCGR1A
10882	C1QL1
8660	IRS2
522	ATP5PF
10314	LANCL1
2678	GGT1
11167	FSTL1
8359	H4C1
4846	NOS3
10886	NPFFR2
10652	YKT6
6496	SIX3
2944	GSTM1
6310	ATXN1
5763	PTMS
10520	ZNF211
3813	KIR3DS1
4323	MMP14
8123	PWAR5
10988	METAP2
10622	POLR3G
2462	FRA16C
9488	PIGB
10745	PHTF1
7830	PHA2A
9230	RAB11B
10005	ACOT8
8819	SAP30
9459	ARHGEF6
9185	REPS2
10519	CIB1
2002	ELK1
6440	SFTPC
273	AMPH
2395	FXN
8386	OR1D5
23691	NNO1
1440	CSF3
1090	CEACAMP1
4714	NDUFB8
9084	VCY
5106	PCK2
5573	PRKAR1A
3091	HIF1A
2624	GATA2
9290	GPR55
7867	MAPKAPK3
881	CCIN
10010	TANK
1580	CYP4B1
2940	GSTA3
5606	MAP2K3
9103	FCGR2C
873	CBR1
5182	PEPB
1965	EIF2S1
9146	HGS
7798	LUZP1
8673	VAMP8
23087	TRIM35
3338	DNAJC4
7466	WFS1
23673	STX12
11152	WDR45
9358	ITGBL1
10100	TSPAN2
9672	SDC3
2273	FHL1
4725	NDUFS5
6787	NEK4
1582	CYP8B1
2459	FRA15A
1613	DAPK3
2177	FANCD2
4833	NME4
5969	REG1CP
5724	PTAFR
6710	SPTB
9221	NOLC1
8992	ATP6V0E1
7388	UQCRH
8189	SYMPK
10031	SHROOM2P1
8396	PIP4K2B
4681	NBL1
8612	PLPP2
1142	CHRNB3
7518	XRCC4
7121	TMSB4XP7
9117	SEC22C
9796	PHYHIP
7534	YWHAZ
5230	PGK1
2206	MS4A2
1410	CRYAB
7371	UCK2
1559	CYP2C9
8691	IDDM17
22849	CPEB3
2363	FRA1D
1917	EEF1A2
7052	TGM2
10044	SH2D3C
22985	ACIN1
9443	MED7
8794	TNFRSF10C
1481	CSTP2
1081	CGA
3535	IGL
1653	DDX1
3656	IRAK2
2904	GRIN2B
7322	UBE2D2
31	ACACA
374	AREG
4858	NOVA2
1408	CRY2
8884	SLC5A6
6585	SLIT1
201	AIH3
2977	GUCY1A2
1261	CNGA3
5673	PSG5
9143	SYNGR3
143	PARP4
2399	FRA5F
9727	RAB11FIP3
8290	H3-4
6288	SAA1
8878	SQSTM1
10294	DNAJA2
10661	KLF1
1549	CYP2A7
3937	LCP2
1936	EEF1D
10240	MRPS31
6846	XCL2
58	ACTA1
22981	NINL
4519	CYTB
11332	ACOT7
4109	MAGEA10
9044	BTAF1
25786	DGCR11
9782	MATR3
23562	CLDN14
2023	ENO1
100	ADA
11232	POLG2
6979	TRGV5P
22874	PLEKHA6
2571	GAD1
1144	CHRND
604	BCL6
9902	MRC2
3579	CXCR2
2706	GJB2
6919	TCEA2
9662	CEP135
23765	IL17RA
2625	GATA3
5046	PCSK6
8735	MYH13
4146	MATN1
10223	GPA33
23237	ARC
6012	RIEG2
5099	PCDH7
3497	IGHE
23614	PPY2P
7033	TFF3
8678	BECN1
5136	PDE1A
6237	RRAS
10369	CACNG2
10734	STAG3
2906	GRIN2D
2303	FOXC2
1153	CIRBP
7113	TMPRSS2
23259	DDHD2
2133	EXT3
5610	EIF2AK2
1283	CTD
7500	XGY1
11245	GPR176
3012	H2AC8
4184	SMCP
6905	TBCE
7118	TMSB4XP4
8745	ADAM23
6843	VAMP1
5901	RAN
2428	FRA9D
8343	H2BC7
6082	SNORD20
10798	OR5I1
11074	TRIM31
3848	KRT1
3049	HBQ1
8377	LOH1CR1
1118	CHIT1
25840	TMT1A
4831	NME2
11183	MAP4K5
2181	ACSL3
9025	RNF8
482	ATP1B2
10181	RBM5
392	ARHGAP1
4620	MYH2
10772	SRSF10
4648	MYO7B
3254	HPRT1P2
23219	FBXO28
6981	TRGV7
5087	PBX1
7916	PRRC2A
429	ASCL1
4171	MCM2
10819	OR7E14P
6159	RPL29
10187	VDAC1P5
9298	SNORD31
186	AGTR2
3406	IDDM7
7554	ZNF8
7098	TLR3
4071	TM4SF1
9906	SLC35E2A
2036	EPB41L1
22865	SLITRK3
6650	CAPN15
7404	UTY
9804	TOMM20
9877	ZC3H11A
9295	SRSF11
5671	PSG3
10803	CCR9
10828	NPM1P19
8655	DYNLL1
3744	KCNA10
10113	PREB
4233	MET
8379	MAD1L1
9380	GRHPR
5127	CDK16
6297	SALL2
4718	NDUFC2
9141	PDCD5
123	PLIN2
5742	PTGS1
10184	LHFPL2
8435	SOAT2
6939	TCF15
4287	ATXN3
24138	IFIT5
2375	FRA2C
436	ASLP1
25822	DNAJB5
2702	GJA5
10046	MAMLD1
4520	MTF1
10616	RBCK1
2728	GLC3B
8412	BCAR3
5981	RFC1
5655	KLK10
5412	UBL3
5596	MAPK4
5175	PECAM1
6346	CCL1
49	ACR
5154	PDGFA
3221	HOXC4
6538	SLC6A11
23616	SH3BP1
10408	MYCNOS
25806	VAX2
10308	ZNF267
10654	PMVK
10753	CAPN9
4289	MKLN1
8321	FZD1
22893	BAHD1
23417	MLYCD
9892	SNAP91
1746	DLX2
6732	SRPK1
3993	LLGL2
3176	HNMT
11230	PRAF2
6208	RPS14
6895	TARBP2
472	ATM
8291	DYSF
5546	PRCC
2669	GEM
182	JAG1
839	CASP6
10151	HNRNPA3P1
7409	VAV1
9021	SOCS3
1536	CYBB
6429	SRSF4
9645	MICAL2
11145	PLAAT3
71	ACTG1
4292	MLH1
8255	BZX
7938	CP20
23210	JMJD6
25791	NGEF
3166	HMX1
7447	VSNL1
10061	ABCF2
7025	NR2F1
8110	DPF3
5229	PGGT1B
2689	GH2
6256	RXRA
5409	PNMT
3924	RPSAP14
23679	SELENOWP1
2262	GPC5
9580	SOX13
2885	GRB2
10125	RASGRP1
9337	CNOT8
2072	ERCC4
2216	FDX1P2
8974	P4HA2
1874	E2F4
1709	DFNB17
135	ADORA2A
4709	NDUFB3
10038	PARP2
367	AR
930	CD19
33	ACADL
4973	OLR1
4842	NOS1
10265	IRX5
9189	ZBED1
4588	MUC6
10645	CAMKK2
6398	SECTM1
10324	KLHL41
1025	CDK9
10577	NPC2
10147	SUGP2
2156	F7R
8444	DYRK3
3369	HVBS7
8603	FAM193A
2173	FABP7
9945	GFPT2
2555	GABRA2
6502	SKP2
2585	GALK2
11240	PADI2
5330	PLCB2
7739	ZNF185
116	ADCYAP1
9369	NRXN3
7516	XRCC2
1642	DDB1
4301	AFDN
11096	ADAMTS5
8881	CDC16
7472	WNT2
7772	ZNF229
10390	CEPT1
6089	RNY4P3
766	CA7
5796	PTPRK
5393	EXOSC9
4838	NODAL
98	ACYP2
11017	SNRNP27
9686	VGLL4
2983	GUCY1B1
10189	ALYREF
6232	RPS27
7925	IGLP1
9696	CROCC
8879	SGPL1
4279	MICD
23040	MYT1L
23719	DFNA30
5564	PRKAB1
7841	MOGS
25800	SLC39A6
11022	TDRKH
2790	GNG10
3120	HLA-DQB2
10693	CCT6B
7566	ZNF18
7552	ZNF711
9718	ECE2
23175	LPIN1
6271	S100A1
6894	TARBP1
639	PRDM1
9162	DGKI
7367	UGT2B17
9508	ADAMTS3
1089	CEACAM4
4362	MRE11P1
3783	KCNN4
10123	ARL4C
637	BID
11056	DDX52
10570	DPYSL4
6230	RPS25
2827	GPR3
10407	SPAG11B
7791	ZYX
4142	MAS1
23157	SEPTIN6
4436	MSH2
7469	NELFA
9402	GRAP2
6307	MSMO1
10435	CDC42EP2
9873	FCHSD2
4166	CHST6
2908	NR3C1
2633	GBP1
23191	CYFIP1
23214	XPO6
9551	ATP5MF
5067	CNTN3
7553	ZNF7
2029	ENSA
8473	OGT
758	MPPED1
3519	IGKV@
8733	GPAA1
9463	PICK1
2155	F7
23666	UBBP4
5584	PRKCI
10513	APPBP2
23005	MAPKBP1
7203	CCT3
8295	TRRAP
549	AUH
2981	GUCA2B
865	CBFB
6956	TRAV6
23145	SSPOP
5990	RFX2
23149	FCHO1
7249	TSC2
8596	OR4A1P
3005	H1-0
11187	PKP3
22914	KLRK1
271	AMPD2
7884	SLBP
10758	TRAF3IP2
1756	DMD
7283	TUBG1
6327	SCN2B
2272	FHIT
5194	PEX13
10165	SLC25A13
415	ARSL
1469	CST1
5650	KLK7
87	ACTN1
4817	NIT1
1176	AP3S1
3838	KPNA2
22919	MAPRE1
68	ACTBP8
4005	LMO2
8540	AGPS
4481	MSR1
10674	DURS1
10675	CSPG5
9265	CYTH3
9536	PTGES
4538	ND4
8468	FKBP6
10345	TRDN
7422	VEGFA
9975	NR1D2
1316	KLF6
695	BTK
3167	HMX2
9586	CREB5
305	ANXA2P3
1318	SLC31A2
1039	CDR2
1819	DRG2
11073	TOPBP1
9318	COPS2
9058	SLC13A2
9883	POM121
6044	SNORA62
22913	RALY
3527	IGKV3OR22-2
10699	CORIN
23755	SIRPAP1
416	ARSF
3093	UBE2K
4052	LTBP1
5598	MAPK7
10312	TCIRG1
9136	RRP9
4884	NPTX1
10138	YAF2
10085	EDIL3
11330	CTRC
7913	DEK
8646	CHRD
8021	NUP214
9516	LITAF
4121	MAN1A1
23479	ISCU
4158	MC2R
10003	NAALAD2
10098	TSPAN5
9989	PPP4R1
23012	STK38L
8259	INDX
9168	TMSB10
8073	PTP4A2
1797	DXO
7910	PFBI
23779	ARHGAP8
3908	LAMA2
7485	GET1
6029	RN7SL1
23360	FNBP4
23036	ZNF292
25847	ANAPC13
7474	WNT5A
10071	MUC12
2644	GCHFR
10742	RAI2
10026	PIGK
7133	TNFRSF1B
9202	ZMYM4
7408	VASP
2791	GNG11
5580	PRKCD
4261	CIITA
2527	FUT5
22891	ZNF365
753	LDLRAD4
10870	HCST
6957	TRB
3230	HOXD@
6580	SLC22A1
4360	MRC1
5555	PRH2
11179	ZNF277
657	BMPR1A
22903	BTBD3
5309	PITX3
5592	PRKG1
2820	GPD2
220	ALDH1A3
5544	PRB3
23627	PRND
3782	KCNN3
544	ALDH7A1P4
3897	L1CAM
724	C4BPAP2
3430	IFI35
553	AVPR1B
8479	HIRIP3
7036	TFR2
10766	TOB2
9778	KIAA0232
7210	TRX-CAT1-2
4676	NAP1L4
6881	TAF10
8631	SKAP1
287	ANK2
6987	TRGVB
7361	UGT1A
9480	ONECUT2
6291	SAA4
7022	TFAP2C
23199	GSE1
5950	RBP4
2368	FRA1I
9988	DMTF1
8759	ADAM1A
7988	ZNF212
5814	PURB
23596	OPN3
1738	DLD
2390	FRA4C
8416	ANXA9
381	ARF5
8293	SERF1A
6700	SPRR2A
2158	F9
2464	FRA16E
2268	FGR
7475	WNT6
25831	HECTD1
6389	SDHA
8039	PROA
7120	TMSB4XP6
5316	PKNOX1
5250	SLC25A3
10261	IGSF6
23196	FAM120A
5687	PSMA6
6279	S100A8
23243	ANKRD28
7874	USP7
2871	GRK6P1
9965	FGF19
5268	SERPINB5
2397	FRA5D
23217	ZFR2
1184	CLCN5
10960	LMAN2
767	CA8
3664	IRF6
10330	CNPY2
2988	GUK2
11198	SUPT16H
5408	PNLIPRP2
1723	DHODH
7313	UBA52P2
8574	AKR7A2
4684	NCAM1
6116	RP24
8181	BFIS1
6821	SUOX
9767	JADE3
23081	KDM4C
5095	PCCA
768	CA9
8624	PSMG1
3215	HOXB5
144	PARP1P1
11338	U2AF2
6926	TBX3
2251	FGF6
8784	TNFRSF18
9578	CDC42BPB
9131	AIFM1
11264	PXMP4
2592	GALT
23090	ZNF423
5172	SLC26A4
6499	SKIC2
9798	IST1
1055	CECR
3028	HSD17B10
10736	SIX2
1460	CSNK2B
939	CD27
9403	SELENOF
6530	SLC6A2
22898	DENND3
8288	EPX
66	ACTBP6
5375	PMP2
23382	AHCYL2
5707	PSMD1
2366	FRA1G
10001	MED6
22826	DNAJC8
4778	NFE2
2040	STOM
23647	ARFIP2
6032	RN7SL6P
897	CCND3P1
1285	COL4A3
11118	BTN3A2
5912	RAP2B
3954	LETM1
2986	GUCY2F
10878	CFHR3
4539	ND4L
23786	BCL2L13
3802	KIR2DL1
8821	INPP4B
2664	GDI1
837	CASP4
3687	ITGAX
10042	HMGXB4
632	BGLAP
9581	PREPL
23433	RHOQ
2282	FKBP1AP1
3208	HPCA
4288	MKI67
6073	RNU7-86P
8851	CDK5R1
6289	SAA2
6130	RPL7A
4820	NKTR
22795	NID2
1813	DRD2
8208	CHAF1B
4850	CNOT4
8611	PLPP1
8531	YBX3
126	ADH1C
218	ALDH3A1
23105	FSTL4
2031	ENUR1
9656	MDC1
242	ALOX12B
23434	LINC01565
164	AP1G1
6744	ITPRID2
10915	TCERG1
4153	MBL2
23408	SIRT5
5149	PDE6H
1154	CISH
451	ASS1P6
9083	BPY2
10830	NPM1P17
8659	ALDH4A1
8840	CCN4
10743	RAI1
10409	BASP1
5211	PFKL
10800	CYSLTR1
5831	PYCR1
5862	RAB2A
1353	COX11
585	BBS4
9325	TRIP4
2693	GHSR
238	ALK
23078	VWA8
7476	WNT7A
11128	POLR3A
9984	THOC1
7093	TLL2
4974	OMG
2353	FOS
5185	PEPE
7127	TNFAIP2
838	CASP5
8995	TNFSF18
10059	DNM1L
5888	RAD51
10949	HNRNPA0
9351	NHERF2
6528	SLC5A5
779	CACNA1S
10056	FARSB
11107	PRDM5
1618	DAZL
10164	CHST4
4956	ODF1
4994	OR3A1
4964	OFC2
5164	PDK2
10671	DCTN6
22907	DHX30
5727	PTCH1
1098	CEACAMP10
3700	ITIH4
1788	DNMT3A
2328	FMO3
3322	HSP90AA3P
23705	CADM1
1155	TBCB
2998	GYS2
9381	OTOF
9013	TAF1C
6286	S100P
5422	POLA1
9300	SNORD28
10045	SH2D3A
6301	SARS1
6319	SCD
7226	TRPM2
6584	SLC22A5
10928	RALBP1
8938	BAIAP3
6657	SOX2
11244	ZHX1
10166	SLC25A15
10400	PEMT
11099	PTPN21
9732	DOCK4
9622	KLK4
6273	S100A2
4493	MT1E
1661	DHX9P1
7483	WNT9A
2371	FRA1L
1977	EIF4E
3094	HINT1
3706	ITPKA
7486	WRN
9585	KIF20B
7100	TLR5
9723	SEMA3E
828	CAPS
1962	EHHADH
10424	PGRMC2
2656	GCY
3050	HBZ
6717	SRI
8303	SNN
2370	FRA1K
5566	PRKACA
6348	CCL3
6247	RS1
8318	CDC45
9223	MAGI1
7032	TFF2
5137	PDE1C
23046	KIF21B
4986	OPRK1
2962	GTF2F1
4435	CITED1
1979	EIF4EBP2
3734	ANOS2P
10786	SLC17A3
10635	RAD51AP1
5594	MAPK1
3628	INPP1
11061	CNMD
10951	CBX1
8809	IL18R1
11166	SOX21
3301	DNAJA1
7155	TOP2B
2844	GPR21
827	CAPN6
6886	TAL1
1021	CDK6
2311	FOXO1B
22950	SLC4A1AP
2237	FEN1
2629	GBA1
9863	MAGI2
2578	GAGE6
5152	PDE9A
4564	TRNH
8645	KCNK5
3092	HIP1
4170	MCL1
4784	NFIX
10765	KDM5B
9196	KCNAB3
1019	CDK4
23586	RIGI
3626	INHBC
23060	ZNF609
2957	GTF2A1
6504	SLAMF1
25821	MTO1
10043	TOM1
8742	TNFSF12
11184	MAP4K1
6634	SNRPD3
1974	EIF4A2
23324	MAN2B2
3036	HAS1
6947	TCN1
9881	TRANK1
2242	FES
2380	FRA2H
9080	CLDN9
3418	IDH2
1105	CHD1
2923	PDIA3
5305	PIP4K2A
3185	HNRNPF
582	BBS1
10362	HMG20B
633	BGN
3148	HMGB2
10884	MRPS30
9452	ITM2A
6715	SRD5A1
5210	PFKFB4
2329	FMO4
2950	GSTP1
6196	RPS6KA2
642	BLMH
9665	MARF1
1052	CEBPD
2286	FKBP2
10179	RBM7
5284	PIGR
11135	CDC42EP1
23682	RAB38
5500	PPP1CB
6123	RPL3L
919	CD247
2028	ENPEP
9534	ZNF254
2453	FRA13A
6119	RPA3
8545	CGGBP1
9824	ARHGAP11A
11228	RASSF8
10020	GNE
8863	PER3
9126	SMC3
5101	PCDH9
4050	LTB
9338	TCEAL1
2346	FOLH1
10236	HNRNPR
5196	PF4
6834	SURF1
3137	HLA-J
4434	MSD
10713	USP39
5865	RAB3B
3426	CFI
7803	PTP4A1
3224	HOXC8
5830	PEX5
7421	VDR
667	DST
1908	EDN3
3315	HSPB1
2266	FGG
3598	IL13RA2
9213	XPR1
8530	CST7
6074	RNU7-24P
9575	CLOCK
9118	INA
358	AQP1
23098	SARM1
6274	S100A3
5311	PKD2
1138	CHRNA5
9595	CYTIP
1363	CPE
5281	PIGF
2980	GUCA2A
3720	JARID2
10021	HCN4
22859	ADGRL1
2421	FRA8C
7955	RNF217-AS1
25764	HYPK
7434	VIPR2
1051	CEBPB
2993	GYPA
3303	HSPA1A
8395	PIP5K1B
6152	RPL24
6434	TRA2B
3412	IDDM13
9397	NMT2
3992	FADS1
5213	PFKM
3603	IL16
6396	SEC13
25853	DCAF12
6203	RPS9
9388	LIPG
10322	SMYD5
427	ASAH1
543	ALDH7A1P3
5098	PCDHGC3
1406	CRX
23567	ZNF346
8061	FOSL1
5798	PTPRN
10910	SUGT1
1470	CST2
8460	TPST1
23039	XPO7
5986	RFNG
8132	PKDTS
1660	DHX9
23335	WDR7
1544	CYP1A2
4110	MAGEA11
480	ATP1A4
7941	PLA2G7
4088	SMAD3
2681	GGTA1
6581	SLC22A3
493	ATP2B4
10814	CPLX2
6711	SPTBN1
3888	KRT82
11161	ERG28
882	CCAL1
2413	FRA7F
6753	SSTR3
8101	CLLS2
23284	ADGRL3
6167	RPL37
10017	BCL2L10
8225	GTPBP6
1872	E2F3P1
4981	OPEM
3247	HPFH2
307	ANXA4
4829	NMBR
10936	GPR75
25790	CFAP45
8510	MMP23B
10244	RABEPK
883	KYAT1
9789	SPCS2
6583	SLC22A4
7464	CORO2A
6476	SI
1961	EGR4
1984	EIF5A
94	ACVRL1
10556	RPP30
4065	LY75
10840	ALDH1L1
942	CD86
8997	KALRN
1662	DDX10
6052	RNR1
2739	GLO1
23770	FKBP8
6769	STAC
6134	RPL10
11188	NISCH
5191	PEX7
5265	SERPINA1
3757	KCNH2
7922	SLC39A7
23211	ZC3H4
9125	CNOT9
5465	PPARA
7503	XIST
23019	CNOT1
9308	CD83
1237	CCR8
2814	GP5
8799	PEX11B
4782	NFIC
4761	NEUROD2
23766	GABARAPL3
2162	F13A1
10946	SF3A3
6198	RPS6KB1
901	CCNG2
4521	NUDT1
11251	PTGDR2
23729	SHPK
2355	FOSL2
4103	MAGEA4
10682	EBP
3678	ITGA5
1454	CSNK1E
5018	OXA1L
4007	PRICKLE3
2965	GTF2H1
5909	RAP1GAP
2517	FUCA1
9205	ZMYM5
41	ASIC1
2426	FRA9B
8245	IDDMX
7502	XIC
6829	SUPT5H
1593	CYP27A1
23313	KIAA0930
10610	ST6GALNAC2
10807	ENTR1
4528	MTIF2
10157	AASS
7349	UCN
9562	MINPP1
4299	AFF1
5948	RBP2
9942	XYLB
4086	SMAD1
4026	LPP
4556	TRNE
7084	TK2
9678	PHF14
2107	ETF1
909	CD1A
6451	SH3BGRL
7159	TP53BP2
5892	RAD51D
7352	UCP3
2878	GPX3
23080	AVL9
10272	FSTL3
450	ASS1P5
1657	DMXL1
2694	CBLIF
23262	PPIP5K2
4364	MRSD
4221	MEN1
6891	TAP2
8773	SNAP23
11197	WIF1
4747	NEFL
1870	E2F2
10384	BTN3A3
1095	CEACAMP7
2315	MLANA
10169	SERF2
23336	SYNM
5296	PIK3R2
1606	DGKA
10919	EHMT2
3781	KCNN2
23171	GPD1L
6145	RPL21P1
2049	EPHB3
11261	CHP1
9191	DEDD
1121	CHM
5276	SERPINI2
9985	REC8
22994	CEP131
1526	CXB3S
1038	CDR1
3912	LAMB1
10501	SEMA6B
8630	HSD17B6
6655	SOS2
3231	HOXD1
3466	IFNR
3273	HRG
1998	ELF2
22858	CILK1
4324	MMP15
8613	PLPP3
23558	WBP2
3741	KCNA5
5068	REG3A
23523	CABIN1
1667	DEFA1
5335	PLCG1
4508	ATP6
5357	PLS1
6431	SRSF6
470	ATHS
4322	MMP13
2396	FRA5C
2528	FUT6
4945	OATP1
7762	ZNF215
10633	RASL10A
5885	RAD21
1944	EFNA3
3422	IDI1
236	AKR1B1P2
5899	RALB
5469	MED1
22899	ARHGEF15
4200	ME2
4264	MHS2
1918	EEF1A1P43
7750	ZMYM2
5228	PGF
687	KLF9
1656	DDX6
2796	GNRH1
3654	IRAK1
4791	NFKB2
7007	TECTA
11127	KIF3A
10205	MPZL2
5774	PTPN3
9231	DLG5
5600	MAPK11
3217	HOXB7
1306	COL15A1
2815	GP9
4019	LPAL1
7143	TNR
5906	RAP1A
438	ASMT
90	ACVR1
22848	AAK1
163	AP2B1
8527	DGKD
7432	VIP
22888	UBOX5
1207	CLNS1A
1532	CYB5AP4
303	ANXA2P1
875	CBS
5488	PPIAP16
158	ADSL
10495	ENOX2
10006	ABI1
10859	LILRB1
10953	TOMM34
22801	ITGA11
1933	EEF1B2
7423	VEGFB
581	BAX
9554	SEC22B
7824	D1S111
10614	HEXIM1
5428	POLG
8497	PPFIA4
6234	RPS28
10156	RASA4
488	ATP2A2
39	ACAT2
23654	PLXNB2
11190	CEP250
9629	CLCA3P
4928	NUP98
11215	AKAP11
73	ACTG1P1
11043	MID2
648	BMI1
1490	CCN2
23119	HIC2
2507	FTH1P15
3249	HPN
