Gene_Symbol,mRNA_logFC,mRNA_adjPval
LOC100506083,-0.073210472,0.82351302
SEPSECS-AS1,-0.073581074,0.82351302
LOC100507006,-0.080452551,0.82351302
FAM131A,0.045555416,0.823657898
LOC101928797,0.109738335,0.82403885
PLBD1-AS1,-0.068825628,0.824265684
PLEKHA4,-0.09550133,0.824375853
ABLIM1,0.025339188,0.824535181
RNF152,-0.049871613,0.824608612
LRRC38,0.082266926,0.824608612
SLC10A5,-0.059703339,0.824608612
GALNT17,-0.055801322,0.824608612
PTPRF,-0.030799122,0.824608612
LOC102606465,0.044934594,0.824608612
TAX1BP3,0.051896477,0.824608612
CD14,-0.117448691,0.824608612
UROS,-0.028709294,0.824608612
PPL,-0.06802687,0.824608612
LOC101929095,-0.099824829,0.824611904
SPICE1,-0.033511268,0.824861291
ANXA11,0.032570126,0.824861291
RGMB,0.036631071,0.824875955
GPR179,0.059974477,0.824875955
NDUFAF3,0.03482108,0.82497837
PPP1R26-AS1,-0.076073537,0.824988645
CDPF1,-0.042583741,0.824988645
FAT2,0.177879367,0.824988645
NFIC,-0.032749704,0.825157459
TGFBR3,-0.050077338,0.825157459
BCRP2,-0.108026466,0.825157459
FAM133CP,-0.068765044,0.825202648
SLC35C1,-0.033171245,0.825305014
DNER,0.046510358,0.825418162
FAM111A,-0.055296597,0.825441467
MRPS12,0.036219394,0.825570318
RHCE,-0.067122269,0.825804437
MRPS15,0.023869555,0.825877024
FRZB,0.096802915,0.825991046
SERPINB1,0.068662654,0.825997012
TANC2,-0.027879758,0.82615015
KIF18B,0.088262602,0.82615015
OVCH1,0.092102633,0.826984363
ST3GAL5-AS1,0.103678574,0.826984363
TMEM187,-0.040063531,0.827145695
RTL8B,-0.030352574,0.827165968
LARGE1,0.037191126,0.827165968
RIPPLY2,0.038937408,0.827165968
IFT20,-0.026500515,0.827165968
FZD1,0.048028569,0.827200326
ZNF85,0.039171522,0.827299298
SERTAD1,0.067473187,0.827429191
MIR4637,-0.064488767,0.827546087
CD38,-0.08961358,0.827733025
PTPN12,0.022493764,0.827747832
PCDHGA12,-0.043082306,0.827846713
MPRIP,0.023210441,0.827846713
CNGB1,-0.127558547,0.82788566
MRPL52,0.027536127,0.828040328
IL16,0.061866177,0.828178752
UPF3B,-0.021287944,0.828473214
COL18A1,-0.095358006,0.828605594
OR2L3,-0.078690047,0.828702307
PABPC5-AS1,-0.053378635,0.828716301
ZSWIM2,0.074788085,0.828738271
SAP30BP,-0.023935581,0.828803773
DCTN2,0.0279347,0.828841817
NKX2-2,0.067765264,0.828841817
NENF,0.051356073,0.828925844
LAMTOR5-AS1,-0.056879564,0.828925844
FRG1,0.029389635,0.828925844
HDAC1,-0.043080863,0.828935452
SPATA1,0.078408585,0.828993503
NDUFB11,-0.035128217,0.828993503
SORD,0.031404835,0.829070039
SEMA4C,0.046670139,0.829070039
SHMT2,0.033133507,0.829070039
STX1A,0.068122923,0.829070039
DCTD,0.018965436,0.829087168
ZNF416,0.022688134,0.829230444
CTTNBP2,-0.032167783,0.829230444
PNCK,-0.057179949,0.829288827
ARHGAP26-IT1,-0.05729921,0.829304045
ANG,-0.092267355,0.829304045
MED10,0.021974901,0.829400055
SMIM37,0.039108698,0.829522363
ATRAID,-0.030724589,0.829599212
MTNR1A,-0.089753305,0.829599212
SNORD113-9,-0.067065395,0.829689334
LYRM4,0.023481855,0.829695849
C5AR2,-0.071521653,0.829695849
CBLN1,-0.060452787,0.829695849
LINC00312,-0.075447062,0.829889978
MT1G,-0.104131259,0.830121094
ZSCAN23,0.040646873,0.830187857
HPS6,-0.035176823,0.830455958
LINC00299,-0.050426255,0.830539121
LINC00839,0.054914482,0.830539121
CACNG3,0.066316442,0.830636212
JAK1,-0.021567336,0.830636212
NPC1L1,0.174642726,0.830636212
LINC01102,0.046237944,0.830655148
RESP18,-0.086038162,0.830655148
H2AFY,0.015779286,0.830655148
CLPTM1,-0.026489558,0.830655148
LRTM2,-0.062171286,0.830655148
PWRN3,0.134037233,0.830655148
ZNF511,-0.026271569,0.830655148
KCNJ12,-0.057891193,0.830655148
CHEK1,0.03943289,0.830655148
CERS4,0.032691286,0.830655148
AGPAT4,0.04018559,0.830655148
KLRD1,-0.066445722,0.830655148
ADAM17,0.022602731,0.830710117
NCOR1,0.014506239,0.830780482
HBQ1,0.067935824,0.830828818
ABCB10,0.017385297,0.830973231
ZNF823,0.030540361,0.830973231
EHHADH,0.034262529,0.830973231
S100A16,-0.054809903,0.830973231
KCNS2,0.056969707,0.831155886
HTR3A,0.087737417,0.83118835
CLDN9,-0.077050622,0.831215117
SREBF2,0.031169198,0.831224481
SLC35A4,-0.024622164,0.831224481
TRAPPC4,-0.031643467,0.831224481
BICDL2,-0.081863074,0.831280926
PPP1R17,-0.085667538,0.831280926
LOC101929057,0.068105718,0.831280926
GNAL,-0.046045233,0.831280926
ZNF383,0.021396754,0.831280926
HSD17B7,-0.044528493,0.831280926
SIX5,-0.052697675,0.831437694
HEATR6,-0.02247409,0.831607799
P4HB,-0.024321868,0.831607799
LY86,0.097112541,0.831607799
LINC01476,0.096068414,0.831607799
AAED1,-0.035492165,0.831607799
LOC101928020,-0.040736728,0.831607799
ILKAP,-0.023826517,0.831607799
THAP7,-0.029458585,0.831745652
CHD7,-0.053981095,0.831883315
TMEM88,-0.091368727,0.831891059
CCR6,-0.053101374,0.831891059
LRRN1,0.036877609,0.831891059
CDR1,0.103131325,0.831891059
PPP2R5D,0.033292072,0.831891059
LOC100128531,-0.070191511,0.832037673
OR2M3,-0.09073808,0.832037673
BTG2,-0.066934898,0.832155071
GTF2H2,-0.077161606,0.832155071
AMPH,0.046766707,0.832155071
SNORD116-21,-0.072716979,0.832155071
LOC105376306,-0.055695241,0.832207324
ZMYND12,-0.043645084,0.83224648
NOM1,0.020342808,0.832279397
CACNG8,-0.055337819,0.832279397
TMEM67,-0.0344329,0.832284981
HIST1H2BH,0.157886789,0.832336903
SLC8A2,-0.062146647,0.832353478
MIR874,0.077517078,0.832353478
NIPSNAP1,0.038061691,0.832353478
DPY19L2P2,0.037498467,0.832353478
TBX19,-0.081494339,0.832353478
SNORD115-48,0.063978505,0.832488352
RBMX2,0.015708997,0.832488352
SIGLEC9,-0.11133002,0.832488352
COX6B1,0.034575739,0.832488352
CCNT2-AS1,0.036280232,0.832488352
MRPL4,-0.028330497,0.832488352
MAP1S,-0.042322125,0.832488352
TMEM177,0.029359541,0.832547097
GPR141,-0.10085648,0.832553881
SEMA6A-AS2,-0.052537328,0.832569019
SAMD15,-0.045792911,0.832572572
USP6,-0.14952182,0.832572572
LYPD8,0.087191896,0.832572572
KHK,0.027245497,0.832574336
SNORD54,-0.067858082,0.832574336
MINCR,-0.050430425,0.832788926
ZNF646,-0.034918247,0.833016571
DHTKD1,-0.023584631,0.833059207
WWOX,-0.029449542,0.833099333
TET3,-0.034679033,0.833099333
DRAXIN,0.081906101,0.833288246
FAM46C,-0.07132865,0.833372373
PGM1,0.020828194,0.833516535
KISS1R,-0.093669084,0.833575967
CREB3L2,0.052604441,0.833575967
ST7,0.02637423,0.833700312
LOC100507516,0.074174682,0.833745314
UBE2Q2P2,0.046821173,0.833745314
TRPV5,0.132051935,0.833841163
SNIP1,0.018551143,0.833841163
EYA2,-0.053327156,0.833933483
LINC02433,0.082390069,0.834070504
CCDC113,0.033657304,0.834070504
NSG2,0.059363395,0.834070504
KIAA0586,0.020122098,0.834070504
EFHB,-0.104100561,0.834132898
C1orf109,-0.025963583,0.834132898
MTSS1,0.028232123,0.834152736
ADAM5,-0.100579387,0.834152736
UGGT2,0.028843524,0.834152736
AES,0.029853744,0.834152736
COL9A2,0.093530264,0.834378442
GTSE1,0.087333168,0.834481508
TMEM156,-0.081264954,0.834596414
ZHX3,0.025548276,0.834596414
BTN2A2,-0.054054831,0.834596414
SEC61B,0.028374725,0.834596414
NFU1,0.02922277,0.834596414
ETFBKMT,-0.03302298,0.834596414
NCAPG,0.106559008,0.834596414
STK40,-0.037392951,0.834615199
CYB5R2,0.09855246,0.834615206
SH3GLB2,-0.030104402,0.834615206
FAM241B,-0.047601189,0.834616293
MNS1,0.034173932,0.834616293
RIT2,-0.052058683,0.834616293
HDAC8,-0.016804036,0.834616293
SLC25A41,-0.067312963,0.834627122
TNFSF12,0.027656797,0.834627122
SMURF2,-0.024976184,0.834767408
LOC100128885,-0.075497427,0.834767408
CSMD3,-0.036711796,0.834819827
IGSF8,0.033033219,0.834819827
CDYL,-0.024172715,0.835084876
DPY19L2P1,-0.050263664,0.835178289
SP8,0.064290458,0.83520128
BTG3-AS1,-0.061989408,0.835240946
TMEM59L,-0.057324173,0.835240946
AHNAK,0.06429395,0.835357769
LINC01119,-0.063844081,0.835371217
HHIP-AS1,0.040027523,0.835371217
TTBK1,-0.038534612,0.835439807
LINC01128,0.033196437,0.835439807
FAM105A,0.032131351,0.835461886
NFASC,-0.034896027,0.835672629
MT2A,-0.061233812,0.835672629
PSMD13,0.026824227,0.835672629
ST6GAL2,0.046634007,0.835676952
ZNF345,-0.034363394,0.835676952
ZIC5,-0.060892525,0.835813302
SLC2A8,-0.034909713,0.836050274
MIR569,-0.049209584,0.836206461
RNASEK,-0.033972663,0.836206461
FAT3,0.045478309,0.836419962
FAM216B,-0.109202756,0.836479323
NOS1,0.036578085,0.836491754
FICD,-0.031664712,0.836491754
SELENOS,0.031810537,0.836697948
PAM,-0.040290003,0.836763087
LINC01106,0.060015987,0.836859817
HIST1H3C,0.119472567,0.83698503
FAM178B,0.084184206,0.83701448
TSPAN17,-0.038196619,0.83701448
HNRNPUL1,-0.023238581,0.837210725
PALM3,-0.047366639,0.837210725
SMG1P5,0.056332214,0.837339407
DCC,0.041580773,0.837520462
HLA-DRA,-0.10649407,0.837520462
NUP153,0.012464529,0.837520462
CYB561A3,-0.034233104,0.837520462
NUCB1,0.02856331,0.837601839
TOX3,0.036185454,0.837601839
TAF15,-0.021276277,0.837601839
MIR6513,-0.079124036,0.837601839
PSMA5,0.042241012,0.83762229
GCNA,-0.072706633,0.83762229
LINC00882,0.030981236,0.83775946
SLC39A8,0.031780443,0.838282089
TUBA4A,0.053182416,0.838297669
STK32C,-0.036878859,0.838297669
FAM3A,0.035408552,0.838332988
ARHGEF7,0.016406392,0.83838649
LOC100287497,-0.027884849,0.838549528
SLC16A2,-0.026197258,0.838549528
AKR1E2,-0.037927067,0.838549528
NCOA6,-0.022492074,0.838646245
AQP11,0.026751869,0.83869925
PRTG,0.053708892,0.838769761
PACRG-AS3,0.115890634,0.83892461
IQUB,0.044975851,0.839024656
ANAPC4,-0.026777568,0.83902801
NSUN5,-0.030965941,0.83902801
LDHAL6A,0.089817207,0.839175803
PIGT,0.032350205,0.839401367
NDRG2,0.042683788,0.839434391
PSMD9,0.020135169,0.839434391
GLP2R,0.094457562,0.839434391
TMC8,-0.080642939,0.839434391
LOC105372633,0.056510584,0.83971031
DCTN3,0.033729059,0.839763897
DDX20,0.023304503,0.839843437
LINC01030,0.066179082,0.839988456
RASGRF2-AS1,-0.056927971,0.839988456
PLXNB3,-0.086385731,0.840020419
LOC101929237,0.090737519,0.84012581
MIR7978,0.060536737,0.840504198
MIR17HG,0.060802527,0.840504198
NACC2,-0.042510229,0.84068259
PICART1,-0.072510296,0.840684244
TENM4,-0.026752768,0.8406995
RNF144B,-0.046463729,0.8406995
SNORD144,0.074068956,0.840705266
SLC25A43,-0.040449077,0.840705266
DUOXA1,-0.095811377,0.840705266
LINC00339,-0.036658401,0.840705266
FAM19A5,0.027067955,0.840705266
UBE2F-SCLY,-0.016733487,0.841331059
SNORD67,-0.054579924,0.841331059
P3H2,-0.03725637,0.841331059
HSPB3,0.06927174,0.841384499
MIR3136,0.065818321,0.841531675
RAB11FIP5,-0.041544344,0.841531675
UNC13C,0.04537963,0.841580526
ATP11C,0.048317798,0.841580526
NR2C2AP,-0.033610895,0.841707934
TAS2R43,-0.076524794,0.841707934
ARHGEF2,0.033867144,0.841707934
TDRD5,0.079449054,0.841707934
PQLC1,-0.030829494,0.84172152
NCF1C,-0.10754815,0.841738837
SDF2,0.026232416,0.842055496
MIR3976HG,0.10118872,0.84205767
BHMT,-0.086492011,0.842095758
LSP1,0.101874969,0.842138543
CAMK2B,-0.043128472,0.842138543
UBE2I,0.016261186,0.84227946
SNPH,-0.041514746,0.84227946
KIAA0319L,-0.016365348,0.84227946
MACF1,-0.025750179,0.84227946
ATCAY,-0.041387573,0.842404996
CKLF,0.033074065,0.842507507
CCDC68,0.062235603,0.842507507
CRIM1,-0.025673529,0.842773277
AKR1C1,-0.046389839,0.842773277
PMF1-BGLAP,-0.02329473,0.842787515
ARNTL,0.034230617,0.842822409
TBC1D32,0.027080435,0.843224421
HAR1B,-0.058542284,0.843224421
COL24A1,0.060035839,0.843295172
SCAND1,-0.035487734,0.843309267
PRICKLE1,0.044416903,0.843309267
TRIM29,-0.092992157,0.843421752
AGPAT3,0.017526324,0.84363304
IQCD,-0.047594503,0.843906303
LOC100506178,-0.064217386,0.843906303
RALGAPA2,-0.031505994,0.843906303
TPD52L2,-0.017917341,0.844023687
LOC101928283,0.051037341,0.844108989
DCTN1-AS1,0.035500744,0.84432783
ADRA1D,0.087431136,0.84432783
LOC100147773,-0.043230097,0.84432783
ADAMTS16,0.065573497,0.844418209
NOL4,0.041986638,0.844516599
PCDH8,-0.076167746,0.844547508
TNS1,-0.06459039,0.844547508
AGL,0.031925321,0.844626326
MARCKS,0.026068469,0.84490106
APOBR,-0.090308987,0.84490106
KCNJ10,0.04812469,0.84490106
SNORD58A,0.051315102,0.84490106
ST8SIA4,0.040867117,0.845048732
ZNF431,0.024651129,0.845051017
PPP4R4,0.051855845,0.845079081
CYC1,-0.030009478,0.845079081
MICALL1,0.076999804,0.845381573
ACVR1B,0.036079572,0.845454776
KIAA0319,-0.037291185,0.845454776
LINC01721,-0.079101274,0.845494159
SCN8A,0.045916431,0.845690421
TMUB1,-0.032100019,0.845690421
SURF4,-0.016324544,0.845750509
NUTM2B,0.092926685,0.845831336
MIR1343,0.06145271,0.845946563
SNORD70B,0.053726553,0.845946563
PARD3B,-0.04317222,0.846166882
TRIP4,-0.021640358,0.846242044
ERMAP,-0.030963199,0.846400588
LZTS2,0.047506965,0.846400588
LOC101927751,0.057015111,0.846400588
FBXO7,0.040755974,0.846417924
ZFAS1,0.038196117,0.847137966
DOPEY1,-0.021249871,0.847165968
SCAMP2,-0.040616448,0.847165968
KCNN1,0.043149041,0.847165968
SCYL1,0.025308327,0.847299723
UNC13B,-0.023259344,0.847390127
VPS37C,-0.026463147,0.847595605
GAL3ST4,-0.063095283,0.84783898
TMEM51,0.04122012,0.847940563
SMKR1,0.047438464,0.847940563
ATP5MC2,0.02142223,0.847940563
LMCD1-AS1,-0.066949921,0.848079533
KCNAB2,0.043459778,0.848118722
ADRB1,-0.044714549,0.848129211
HEATR3,-0.022671148,0.848129211
TXN2,0.02146477,0.84815155
PCP4,0.077045527,0.848226751
DMTF1,0.023772489,0.848306743
STEAP3-AS1,-0.05093646,0.848306743
C4orf47,-0.054191161,0.848361183
RIMS2,0.033329079,0.848935954
ELP2,0.016671067,0.848979871
NUP62,0.022284297,0.848979871
PLP2,-0.074423378,0.849148359
BBS2,0.021092351,0.849242843
SERHL2,-0.059049686,0.849242843
LINC00390,0.091696057,0.849242843
FCGR2C,-0.121656217,0.849242843
MIR5572,0.03413329,0.849242843
QRFPR,0.055707293,0.849283528
MCPH1,0.015854487,0.849283528
MGARP,0.055214263,0.849283528
MIR6872,0.098822057,0.849283528
SNORD114-13,-0.052877538,0.849320735
PLEKHJ1,-0.026224259,0.849374557
MAPK8IP2,-0.036584475,0.849374557
ANKRD18A,-0.092105484,0.849433487
PNRC1,0.029233225,0.849456172
SERPINH1,0.119336368,0.849580787
RPS6KA1,0.05788144,0.849696092
CNTNAP3P2,-0.053145595,0.849709564
RRBP1,0.051492376,0.849713537
ADAMTS8,0.052655498,0.849786343
ZNF727,0.042138743,0.849822922
ZNF749,-0.028167027,0.849822922
C2orf15,0.034875586,0.849882815
CARHSP1,-0.041008629,0.849933685
SNORA62,-0.045374727,0.850144149
VIPR2,-0.05686526,0.850144149
GVQW2,-0.05015739,0.850172552
FBN2,-0.040372603,0.85019457
KLLN,-0.041235413,0.850443328
CCDC149,0.021170777,0.850478922
LSM10,0.029396362,0.850555054
SNORD114-4,0.057385709,0.850861368
MIR548AV,0.065556138,0.850914065
PTPRO,0.04115629,0.851047153
FOXO6,-0.047217916,0.851453995
ADRA1A,0.02804664,0.851551077
SBF1,0.02859324,0.851664062
ZNF136,0.041889789,0.851878123
WDR34,-0.030527833,0.851878123
VCP,0.019190261,0.851878123
C11orf98,-0.028293403,0.852041903
COL6A3,0.104728643,0.852041903
ARHGAP19-SLIT1,-0.023765178,0.852041903
NUPR1,0.096174549,0.852283913
ENO2,0.043223538,0.852283913
MIR4803,-0.042847187,0.852283913
PPME1,0.030871474,0.852357274
KCNH1,0.044719137,0.852375095
FCF1P2,0.0304217,0.852384961
PNISR,0.028077788,0.852478278
ACOT9,0.024875041,0.852569491
TNFRSF1A,-0.055189011,0.852569491
NISCH,-0.032153412,0.852603952
SMIM10L2A,0.045669492,0.852605872
TRAPPC5,-0.030493964,0.852678366
AMIGO2,-0.05942544,0.852731211
DCLK3,0.07047745,0.852756585
RFPL2,-0.056828062,0.852756585
TRIB3,-0.042102202,0.852756585
APOPT1,0.015332073,0.852859558
LINC00940,0.114316459,0.8529245
ASXL3,-0.02559531,0.852964694
COPE,-0.028668286,0.852994212
ANGPTL1,-0.072448815,0.852997351
ZNF215,0.043660881,0.853030678
NFKBIZ,-0.040256035,0.85312583
HIST1H2AK,0.052263369,0.853314336
SMA4,0.063348294,0.853314336
CAMTA2,0.035910294,0.853318028
EFCAB2,0.032678359,0.853410576
PCDH18,0.044158322,0.853410576
ZC3HC1,-0.019313738,0.853410576
FAM46B,0.073407863,0.853621806
CEP290,0.02473243,0.853681177
KREMEN1,-0.033409812,0.853883679
STK17B,0.055758082,0.853883679
SH3PXD2A-AS1,-0.149988876,0.853883679
TMEM131,0.013453891,0.853968386
ETFDH,0.020783384,0.853996809
PCED1B-AS1,0.080687262,0.854023019
IRF3,0.028109375,0.854084321
ECI1,-0.028435887,0.854084321
TRIM68,0.018548096,0.854084321
MCRIP1,0.029196851,0.854102328
MCM4,0.027329294,0.854423808
DUSP6,-0.063233776,0.854432442
RARRES1,-0.055793131,0.854432442
GMFG,0.051487555,0.854439714
PDE9A,-0.037788855,0.854439714
RAPGEF6,0.026724412,0.854439714
OR2L1P,-0.067347182,0.854540537
LINC02432,-0.106552816,0.854545962
ITGA4,0.060437733,0.854545962
TDRP,-0.023884489,0.854582063
PTPN14,0.026167698,0.854585645
BIVM-ERCC5,0.014857089,0.854599532
ST7L,0.018091253,0.854599532
OGDH,-0.019720278,0.854760099
ZNF226,-0.023291125,0.854950817
HAPLN4,-0.065237959,0.854950817
NAA38,0.030969781,0.855082208
LINC01152,-0.052392508,0.855267362
LXN,-0.069443703,0.855557724
EAF2,0.02836435,0.855703517
TTK,0.076260235,0.855703517
ZNF280C,0.023771599,0.855703517
PALM2-AKAP2,0.023777998,0.855703517
TRPC4,0.035753968,0.855703517
MT1X,0.081842474,0.855703517
EIF6,-0.025086306,0.855905804
SMOC1,-0.054207442,0.856013149
TBC1D22B,-0.016447769,0.856013149
SLC30A3,-0.071302902,0.856013149
NKAP,0.020576626,0.856043539
GRWD1,-0.024323384,0.856059588
PIH1D1,-0.025841574,0.856071078
HPSE,0.062174302,0.856071078
C16orf62,0.018393972,0.856071078
CEND1,0.041398802,0.85615987
NACAD,0.053303734,0.856192299
PCSK2,-0.045048237,0.856201947
MAFF,0.080236196,0.856434073
HIST1H4J,-0.063182771,0.856446108
TMEM202-AS1,0.054067576,0.856471609
SUSD3,0.079960568,0.856471609
UBIAD1,-0.021255041,0.856471609
ZNF300P1,0.073699117,0.856561657
PACSIN1,-0.046684312,0.85662462
LOC100270804,-0.040885876,0.856862442
KLF5,0.059531689,0.856885331
MYO18A,-0.034779389,0.85701426
UBE3C,0.01340313,0.857027852
CPSF3,0.018999907,0.857143795
TFB2M,-0.024758393,0.857276845
POP7,0.031439621,0.857458173
SLC18B1,-0.030346007,0.857543023
MRPL11,0.027161764,0.857781445
WDR45B,-0.018641427,0.85793165
SIGLEC14,-0.099179871,0.85793165
EMID1,-0.037829012,0.858081583
LOC728554,-0.044476854,0.858090047
ZNF524,0.037910157,0.858191981
NFKB1,0.02608238,0.858191981
TRAPPC2L,0.026785897,0.858191981
LINC01140,0.052675174,0.858246395
LOC101929552,0.05251347,0.858246395
SYCE1L,0.026715538,0.858246395
SNORA19,-0.054184155,0.858246395
LOC642423,0.054205153,0.858246395
TBXAS1,-0.064153799,0.858246395
TMEM218,-0.028827701,0.858246395
TAPT1-AS1,-0.03842545,0.858246395
KIF27,-0.024053778,0.858297696
MIR3941,0.057853393,0.858297696
MCRS1,-0.02146602,0.858297696
LINC00906,0.105394813,0.858297696
LINS1,-0.020931275,0.858297696
C19orf70,-0.031316671,0.858297696
CKMT1A,-0.044666101,0.858297696
RINT1,-0.0176722,0.858298739
ADRB2,0.043329529,0.858375362
SHISA9,-0.039445434,0.858450882
DOK5,0.026914856,0.858502656
ULBP2,0.049385719,0.858502656
LOC729870,0.07122634,0.858508388
LVRN,-0.089893776,0.858554094
SLC13A4,0.185513842,0.858554094
ATP5MC1,0.035253448,0.858554094
CEP112,-0.025120659,0.858610734
PRCC,-0.020974018,0.858920451
AFF1-AS1,0.044188531,0.859108068
TDRD1,0.075494149,0.859108068
CEMIP,0.066747143,0.859274983
PWAR1,-0.05056362,0.859285755
HOGA1,0.062613819,0.859285755
ACKR2,-0.045976359,0.859285755
DCT,-0.031894905,0.859569964
DAB1,-0.033659844,0.859590429
HUS1,-0.018035988,0.859980459
WDTC1,0.018147046,0.860005914
HMGN1,0.025065112,0.860018665
DEDD,-0.014333824,0.86004686
LINC01331,-0.070542122,0.86004686
SNORA31,0.053431062,0.860169564
SHROOM3,-0.038803573,0.860270563
SORCS1,-0.034009555,0.860506627
UQCC2,-0.018526524,0.860558859
LINC00621,0.045872097,0.860579944
LPAR3,0.067179951,0.860625658
PRRC2B,-0.025984876,0.860625658
ZMYND19,-0.023063248,0.860632097
PLD6,-0.028459311,0.860681343
CRLF3,0.018312641,0.860923599
TMEM121,-0.028898117,0.861257976
ZNF358,-0.033614606,0.861257976
R3HDM1,-0.035321307,0.861257976
PLXNA4,-0.045616602,0.861351431
TIMM22,-0.025778505,0.861364453
TGM3,-0.078390815,0.861364453
NF2,0.023781844,0.861364453
PDK1,-0.026938223,0.861466033
VPS37D,0.028384183,0.861466033
LOC256880,-0.051386645,0.861466033
RABAC1,0.024657586,0.861670874
TBC1D10B,0.028245285,0.861760004
C17orf100,0.024951482,0.861852307
ZNF528,0.024120705,0.861951695
ACTA2-AS1,-0.043387848,0.862575103
REP15,0.061746783,0.862578068
LOC100129697,-0.068592728,0.862578068
NMT2,0.021918396,0.862578068
EHMT2,-0.025172699,0.862578068
WDR11,-0.015445665,0.86270615
C4B,-0.091066812,0.86270615
CNTD1,0.036776423,0.862729715
MEAT6,-0.03846887,0.862729715
RBBP8NL,-0.124219096,0.862767781
RUNDC1,-0.023384012,0.862769701
LINC00507,-0.08192436,0.862787221
MIR6083,-0.065846809,0.862787221
ARG2,-0.049477038,0.862787221
OR7D2,-0.123245493,0.862787221
HP09053,0.057723205,0.862929026
BCL2A1,0.110761792,0.862929026
GNG7,-0.027410132,0.862937129
C21orf62-AS1,0.054157937,0.862937129
BRSK1,-0.032485559,0.86301608
PPIL3,-0.028466702,0.863047937
LOC101928725,-0.042993983,0.863096007
MAK,-0.108191661,0.863290842
NPPA-AS1,0.020924802,0.863382266
YRDC,0.025948011,0.86338682
ZMYND8,-0.02915344,0.86338682
GNG13,0.057539283,0.863513956
LINC02217,-0.047297147,0.863513956
RAD9B,0.044783506,0.863513956
HAUS4,-0.035992827,0.863584969
CHEK2,0.038493977,0.863909182
DENND2D,-0.066562772,0.863917215
CASP5,-0.098440145,0.864085443
MCM8,0.030653613,0.864085443
MIR5002,-0.056132966,0.864096808
PALB2,0.018944575,0.864096808
LOC100996385,-0.043826355,0.864096808
LKAAEAR1,-0.051765298,0.864324376
LINC01551,0.041454409,0.86433564
ARPC1B,-0.053051549,0.86433564
LINC01424,-0.064726027,0.86433564
RBM44,-0.043559582,0.86433564
SLC25A16,0.020706319,0.86433564
NDUFB2,0.037240658,0.86433564
HSD11B1L,-0.037137842,0.864369278
SEPT7P9,0.05130685,0.864660906
EEF1AKMT2,0.021915962,0.864660906
BRF2,-0.025676258,0.864660906
GYPC,-0.064819864,0.864786302
DDX17,-0.018099497,0.865010854
PRSS36,-0.047362593,0.865260736
RNPS1,-0.019827823,0.865263542
PPIB,0.027626274,0.865276263
COX6A1,0.033593754,0.865288621
MAPKAPK3,-0.031299662,0.865288621
KLK7,0.067378683,0.865288621
SLC16A4,-0.046462381,0.865288621
SMIM4,-0.036439888,0.865288621
MRE11,0.02055084,0.865323437
FMN2,0.020629472,0.86540838
PNN,0.022807267,0.865499205
ZNF577,0.040320467,0.865888645
PSMG1,-0.024387036,0.865888645
PTPRG-AS1,-0.033940216,0.865945417
RNF26,0.025280939,0.865945417
TMEM151B,0.042811508,0.865945417
TWIST1,0.063296608,0.866157674
ZNF428,0.025493775,0.866635433
SLC25A1,-0.033792791,0.866635433
FGF11,-0.04207448,0.86679969
HEPACAM,0.038012445,0.866909234
GIPC3,0.06410339,0.867126573
TLR8,0.108988498,0.867154294
LINC00857,0.062887179,0.867154294
ABCC2,0.063650188,0.867154294
HIST1H2BG,-0.045146646,0.867173936
C2orf68,-0.038578295,0.867295729
POLR2E,0.024430082,0.867295729
SKIDA1,-0.028556433,0.867444642
TRIM52-AS1,0.028828357,0.867467767
CMTM7,-0.067428806,0.867727408
FSTL1,0.036300022,0.867745867
MICB,0.080550445,0.867898001
PELO,-0.016016541,0.867898001
ADAMTSL5,0.051447971,0.868165016
PPARGC1A,0.033583266,0.86831134
CCAR1,-0.018426155,0.868311822
TCTN3,-0.017841975,0.868311822
STX16,0.014640806,0.868349225
GOLGA8J,-0.051575946,0.868349225
MIR3940,0.022567308,0.868383282
FLNA,-0.057326801,0.868398756
PDCD2L,0.025209576,0.868738859
IQCE,-0.027021472,0.868738859
HERPUD2,0.012105157,0.868751548
CDH8,0.04253528,0.868751548
FAT4,-0.036543286,0.86882658
PGBD5,0.033008925,0.86882658
SOBP,0.019411319,0.86882658
AZIN2,0.028470979,0.868837461
EIF4EBP3,-0.030727793,0.868879819
CCDC106,-0.029887684,0.869171933
RNF114,0.021280874,0.869171933
IFT74,0.024244601,0.869171933
BMP8B,0.059631883,0.869177341
PDF,-0.016234475,0.86923304
SPINT2,-0.038392046,0.86923304
ABHD15,0.035150963,0.869339591
MCMDC2,0.051117267,0.869573623
NOL10,0.009820543,0.869573623
HS6ST1,0.03102668,0.869573623
PSMB9,-0.052013005,0.869573623
TRUB2,0.02377253,0.869589605
MIR548N,0.036737054,0.869589605
PMM1,-0.024931028,0.869589605
PNMA6A,-0.04317194,0.869589605
NEAT1,0.08390036,0.869589605
NR2F6,0.02676383,0.869589605
INVS,-0.025387785,0.869589605
SMPDL3B,-0.06229902,0.869589605
MTMR4,-0.017172848,0.869657341
OCIAD2,-0.036921356,0.869673875
MIR4647,-0.045387,0.869673875
TMCO3,0.017050295,0.869683977
LOC440982,0.062112296,0.869756426
ZNF391,0.03424149,0.869848316
ZBTB37,0.033826192,0.869913262
COX5A,0.028873892,0.870018369
YPEL3,0.02355947,0.870018369
CRELD1,0.029285995,0.870018369
LINC02427,-0.067497701,0.870018369
