"Gene_Symbol","Entrez"
"PRPSAP1","5635"
"EIF2B1","1967"
"ATP2A2","488"
"PRR3","80742"
"BUD31","8896"
"MOBP","4336"
"HSPA2","3306"
"GLG1","2734"
"EIF3I","8668"
"RELN","5649"
"SKP1","6500"
"CNBP","7555"
"GSR","2936"
"CKAP4","10970"
"ZNF135","7694"
"CPD","1362"
"HNRNPD","3184"
"ADD3","120"
"SSBP1","6742"
"MDC1","9656"
"SH3BGR","6450"
"ENO1","2023"
"CD59","966"
"VDR","7421"
"PAM","5066"
"ZNF85","7639"
"ALDH1B1","219"
"INPP4B","8821"
"PPM1A","5494"
"CRABP1","1381"
"PTPRM","5797"
"TACR1","6869"
"CELSR2","1952"
"CPSF6","11052"
"RNPS1","10921"
"PGK1","5230"
"DDX17","10521"
"RFC5","5985"
"RAD50","10111"
"GMPR","2766"
"DYNC2H1","79659"
"STS","412"
"YAF2","10138"
"EFR3A","23167"
"AKAP9","10142"
"SATB1","6304"
"FHL1","2273"
"CNR1","1268"
"PUM1","9698"
"FGFR2","2263"
"U2AF1","7307"
"CDS1","1040"
"TTC1","7265"
"FIG4","9896"
"LGALS1","3956"
"UROD","7389"
"PGAM1","5223"
"DPP6","1804"
"ALDOC","230"
"GOT2","2806"
"FECH","2235"
"BCAP31","10134"
"NDUFA4","4697"
"BCLAF1","9774"
"CAPZA2","830"
"EXT1","2131"
"PTDSS1","9791"
"HSPA9","3313"
"PCCA","5095"
"SSR2","6746"
"VDAC1","7416"
"KLF9","687"
"CAPN2","824"
"TMSB4X","7114"
"PTCH1","5727"
"ADD1","118"
"FLT3","2322"
"TXNDC9","10190"
"BTN2A2","10385"
"GNAI1","2770"
"NSDHL","50814"
"HIBCH","26275"
"ATXN2L","11273"
"ADRM1","11047"
"PTTG1IP","754"
"COPS2","9318"
"IFRD1","3475"
"MDH1","4190"
"TLK2","11011"
"PSIP1","11168"
"MAMLD1","10046"
"BBS9","27241"
"ERBB4","2066"
"DNM1","1759"
"TPM3","7170"
"HOXC6","3223"
"AHCY","191"
"TCF20","6942"
"ITPK1","3705"
"MCHR1","2847"
"CLCN7","1186"
"SSRP1","6749"
"MBOAT7","79143"
"NFE2L1","4779"
"GRB10","2887"
"RALBP1","10928"
"SCRN1","9805"
"TSC1","7248"
"PITPNA","5306"
"ARPC1A","10552"
"DUT","1854"
"RABEPK","10244"
"TMSB10","9168"
"GNPDA1","10007"
"MRPS27","23107"
"CDH2","1000"
"EED","8726"
"CORO2A","7464"
"RAB40B","10966"
"GUCY1A2","2977"
"PHKB","5257"
"TMPO","7112"
"RPS27A","6233"
"UBE2D3","7323"
"PTPN1","5770"
"FXR1","8087"
"IPO5","3843"
"MPHOSPH6","10200"
"ALDH5A1","7915"
"HSP90AB1","3326"
"VBP1","7411"
"NPAT","4863"
"PI4KA","5297"
"PTS","5805"
"GANAB","23193"
"TBCE","6905"
"FARSA","2193"
"TBCB","1155"
"AFF1","4299"
"LIPA","3988"
"RTN1","6252"
"POLA1","5422"
"KLK7","5650"
"RPL34","6164"
"COX7A2","1347"
"HDLBP","3069"
"RFC1","5981"
"SMC1A","8243"
"HNRNPU","3192"
"GABRB3","2562"
"SF3A1","10291"
"PRKAA2","5563"
"PSMD14","10213"
"WWP2","11060"
"NAP1L1","4673"
"HMGCS1","3157"
"EIF3E","3646"
"HNRNPA1","3178"
"PSMC3","5702"
"FYN","2534"
"SEC23A","10484"
"NQO2","4835"
"SNAP25","6616"
"PGRMC1","10857"
"DLG2","1740"
"EPHX1","2052"
"GSN","2934"
"UGCG","7357"
"IFNGR2","3460"
"TRIP12","9320"
"RPS6","6194"
"GABRQ","55879"
"APBA1","320"
"SLK","9748"
"CIRBP","1153"
"ACSL1","2180"
"SLC4A3","6508"
"SSB","6741"
"CYB561","1534"
"TXN2","25828"
"MAP2K1","5604"
"CCNH","902"
"GFAP","2670"
"TPMT","7172"
"KPNA3","3839"
"FKBP2","2286"
"TP53BP2","7159"
"HLCS","3141"
"SEMA3A","10371"
"PPP2R5B","5526"
"ICA1","3382"
"QPCT","25797"
"COPS6","10980"
"GRIN2B","2904"
"HSD17B4","3295"
"ADCY7","113"
"SF3A3","10946"
"FLAD1","80308"
"TIAL1","7073"
"MAPK8","5599"
"GJB1","2705"
"SLC16A1","6566"
"TBC1D5","9779"
"PDK1","5163"
"HYOU1","10525"
"CHRM2","1129"
"CNTN2","6900"
"SMARCC1","6599"
"RXRA","6256"
"SLC15A2","6565"
"XPO1","7514"
"FXN","2395"
"ARG2","384"
"FMR1","2332"
"SEC62","7095"
"TLK1","9874"
"IFIT1","3434"
"FAM110B","90362"
"LDHB","3945"
"UQCRFS1","7386"
"ZNHIT3","9326"
"LYST","1130"
"PIP5K1A","8394"
"TAF7","6879"
"IGF2R","3482"
"TRAM1","23471"
"USF1","7391"
"ARCN1","372"
"BTN3A1","11119"
"PNRC1","10957"
"DGUOK","1716"
"GNAI2","2771"
"JUND","3727"
"STMN1","3925"
"ATN1","1822"
"PPP2CA","5515"
"DLAT","1737"
"PDE1C","5137"
"HSPA13","6782"
"RBBP8","5932"
"PPP3CC","5533"
"PTP4A2","8073"
"ZNF33A","7581"
"YWHAH","7533"
"MAP1B","4131"
"UBE2K","3093"
"FUS","2521"
"SPR","6697"
"CBX1","10951"
"GSK3A","2931"
"PSMD2","5708"
"MRPS21","54460"
"STIP1","10963"
"CYB5A","1528"
"PYGB","5834"
"PVALB","5816"
"UVRAG","7405"
"LPIN1","23175"
"AP3S1","1176"
"GPM6B","2824"
"PSMA5","5686"
"MRPL49","740"
"PSMB5","5693"
"EXOSC10","5394"
"IFNGR1","3459"
"HAX1","10456"
"TALDO1","6888"
"SALL2","6297"
"DLD","1738"
"TRPC1","7220"
"SCG2","7857"
"CDC16","8881"
"MPP1","4354"
"SCN1B","6324"
"PPP1CC","5501"
"ATP6V0D1","9114"
"RNF103","7844"
"DPF2","5977"
"VAMP3","9341"
"TRIM38","10475"
"PSMD6","9861"
"HDAC2","3066"
"GALNT1","2589"
"DCTN2","10540"
"PSPH","5723"
"ATP6V0A1","535"
"NDRG1","10397"
"ABCG1","9619"
"ARHGEF7","8874"
"SMAD1","4086"
"SRP54","6729"
"STXBP1","6812"
"ZNF91","7644"
"SAFB","6294"
"MIA3","375056"
"SYT11","23208"
"CALB2","794"
"RBBP7","5931"
"PLCL1","5334"
"COX5B","1329"
"HSPD1","3329"
"USP7","7874"
"SNCA","6622"
"PRUNE2","158471"
"FUBP3","8939"
"MAPRE2","10982"
"LIFR","3977"
"SMARCA2","6595"
"HTT","3064"
"TSC22D3","1831"
"PIP5K1B","8395"
"FLOT2","2319"
"NFIC","4782"
"UCHL1","7345"
"YY1","7528"
"AGFG1","3267"
"SAC3D1","29901"
"ATXN1","6310"
"USP13","8975"
"MTIF2","4528"
"CHN1","1123"
"TRA2A","29896"
"RORB","6096"
"SLC1A1","6505"
"NR2C2","7182"
"IMMT","10989"
"MAP3K4","4216"
"FGF1","2246"
"ISCU","23479"
"WASF3","10810"
"IFI44","10561"
"NCOR2","9612"
"GLA","2717"
"PAPOLA","10914"
"G3BP1","10146"
"NME1","4830"
"HTRA1","5654"
"AZIN1","51582"
"RB1CC1","9821"
"CLINT1","9685"
"EXTL2","2135"
"MPP2","4355"
"SEMA3C","10512"
"ETF1","2107"
"CDC123","8872"
"PPP2R5E","5529"
"CCK","885"
"AMPH","273"
"UGT2B15","7366"
"DAXX","1616"
"PBX1","5087"
"NAP1L3","4675"
"ABCA3","21"
"HMGCR","3156"
"NHLH1","4807"
"TAP2","6891"
"POLR3D","661"
"APLP1","333"
"GTF2E1","2960"
"ALCAM","214"
"FABP3","2170"
"ACYP1","97"
"COPA","1314"
"MAPK9","5601"
"SYN2","6854"
"ANKS1A","23294"
"EP300","2033"
"AR","367"
"PTPN5","84867"
"SPTBN1","6711"
"YWHAQ","10971"
"CSNK2A2","1459"
"NFIB","4781"
"ATF1","466"
"ERCC4","2072"
"TKT","7086"
"PCSK2","5126"
"LPP","4026"
"TRAF5","7188"
"SCN9A","6335"
"PPP2R1B","5519"
"NDUFA12","55967"
"PRDX1","5052"
"PRKACA","5566"
"TUBB3","10381"
"TBCC","6903"
"EIF4G3","8672"
"SPP1","6696"
"TGFB2","7042"
"ZKSCAN1","7586"
"LMO4","8543"
"MAPRE1","22919"
"RAP1A","5906"
"MAT2A","4144"
"GABRA3","2556"
"CRYM","1428"
"ABCC1","4363"
"ANK2","287"
"PHLDA2","7262"
"COL6A1","1291"
"SNTB2","6645"
"ZNF24","7572"
"ELAVL4","1996"
"CDC37","11140"
"AP2S1","1175"
"PRKCI","5584"
"SMARCA4","6597"
"COPS5","10987"
"HNRNPA0","10949"
"PRKD1","5587"
"YWHAB","7529"
"PEX5","5830"
"CACNB1","782"
"CDC25B","994"
"ATP2B3","492"
"HK1","3098"
"SPAG1","6674"
"UNC119","9094"
"PTPRN","5798"
"VCL","7414"
"RANBP1","5902"
"CAPN1","823"
"TPR","7175"
"SOD1","6647"
"GMFB","2764"
"BET1","10282"
"FAM13C","220965"
"PIGC","5279"
"FGF9","2254"
"CSTF3","1479"
"RGS16","6004"
"UQCRB","7381"
"RAPGEF5","9771"
"KLF6","1316"
"GGH","8836"
"TUB","7275"
"PEBP1","5037"
"BTN3A2","11118"
"PPAT","5471"
"FZD5","7855"
"SYT1","6857"
"DGKE","8526"
"ELF2","1998"
"LIG3","3980"
"ACLY","47"
"CBLB","868"
"PAICS","10606"
"MCF2","4168"
"PURA","5813"
"GBF1","8729"
"CTNNB1","1499"
"DBI","1622"
"MAP4","4134"
"ATP1B1","481"
"HBB","3043"
"KTN1","3895"
"GNL1","2794"
"NCL","4691"
"USP5","8078"
"UGT8","7368"
"DYNLL1","8655"
"GART","2618"
"CDH13","1012"
"ACTB","60"
"TMEM97","27346"
"SNRPF","6636"
"NDST1","3340"
"PAK2","5062"
"SLBP","7884"
"COX7C","1350"
"ITGB5","3693"
"FEZ1","9638"
"NELL2","4753"
"CDO1","1036"
"CADPS","8618"
"CUL5","8065"
"MTAP","4507"
"UBTF","7343"
"NFATC4","4776"
"MAML1","9794"
"PTEN","5728"
"TFAM","7019"
"SRP72","6731"
"HLTF","6596"
"COPB2","9276"
"ITGAE","3682"
"FKBP4","2288"
"CYFIP2","26999"
"TAX1BP1","8887"
"UBXN8","7993"
"HNRNPA2B1","3181"
"RBL2","5934"
"GNG4","2786"
"ACAA2","10449"
"AMD1","262"
"HSP90AA1","3320"
"MT1A","4489"
"KCNB1","3745"
"GNAO1","2775"
"APP","351"
"SLC39A6","25800"
"NSMAF","8439"
"RASSF2","9770"
"QDPR","5860"
"MAPK3","5595"
"EEF1D","1936"
"TRIM23","373"
"EEA1","8411"
"KPNA5","3841"
"SERPINI1","5274"
"RCAN2","10231"
"TANK","10010"
"TRIP11","9321"
"TRIB1","10221"
"PRKACB","5567"
"PSMC5","5705"
"TYRP1","7306"
"ARFIP1","27236"
"BDH1","622"
"KIAA0513","9764"
"PRCP","5547"
"IER2","9592"
"MDM2","4193"
"PPIF","10105"
"FXR2","9513"
"STK4","6789"
"HSPA4","3308"
"THRB","7068"
"ETFB","2109"
"ELAVL3","1995"
"CYP19A1","1588"
"PTGER3","5733"
"BCL7A","605"
"EIF2B5","8893"
"PTPRO","5800"
"CBX5","23468"
"FH","2271"
"HLF","3131"
"CCNG2","901"
"DPYSL2","1808"
"TNFSF9","8744"
"STAR","6770"
"MTMR6","9107"
"COX10","1352"
"LRRC23","10233"
"UBB","7314"
"EIF4G2","1982"
"SH3GL3","6457"
"CALCOCO2","10241"
"STAM","8027"
"MARK3","4140"
"UFM1","51569"
"GGA3","23163"
"SUMO1","7341"
"PKP4","8502"
"TP53BP1","7158"
"BCL2L1","598"
"TRAPPC10","7109"
"UBE4A","9354"
"ITGB1BP1","9270"
"PPP3CB","5532"
"ST13","6767"
"CTCF","10664"
"CYCS","54205"
"HSPE1","3336"
"FUT8","2530"
"EIF3A","8661"
"GDI1","2664"
"ZNF273","10793"
"RPS6KA2","6196"
"HNRNPK","3190"
"RAE1","8480"
"CUL2","8453"
"SNRPB2","6629"
"SLC8A3","6547"
"TSG101","7251"
"TRO","7216"
"DDT","1652"
"RBBP5","5929"
"PPID","5481"
"CNP","1267"
"UQCRC2","7385"
"TSFM","10102"
"CLCN4","1183"
"OSTF1","26578"
"MOK","5891"
"EML1","2009"
"ZMYND11","10771"
"YWHAE","7531"
"GRIA2","2891"
"NAPG","8774"
"HSD17B1","3292"
"ANXA6","309"
"RFX5","5993"
"GRB2","2885"
"CDH6","1004"
"CD83","9308"
"FNTA","2339"
"MAP4K5","11183"
"NOVA1","4857"
"PEA15","8682"
"AGA","175"
"ATXN2","6311"
"ANKRD46","157567"
"CGRRF1","10668"
"SUMO3","6612"
"WIPF2","147179"
"DYNLT3","6990"
"NEK4","6787"
"DCTN1","1639"
"EXT2","2132"
"EBP","10682"
"SEPHS2","22928"
"VRK1","7443"
"RGS2","5997"
"CEBPZ","10153"
"MX1","4599"
"CAMLG","819"
"MADD","8567"
"CSNK1A1","1452"
"ST8SIA1","6489"
"CSE1L","1434"
"GSTZ1","2954"
"GPC5","2262"
"PIK3R3","8503"
"BCL7B","9275"
"DBT","1629"
"CHD8","57680"
"RIN2","54453"
"RUNX1T1","862"
"CKS2","1164"
"ZNF134","7693"
"DHX38","9785"
"MLH1","4292"
"TLN2","83660"
"PBX2","5089"
"PAK1","5058"
"COX5A","9377"
"NEFL","4747"
"SFPQ","6421"
"MAP2K4","6416"
"SRD5A1","6715"
"RGS7","6000"
"CYB5R3","1727"
"MERTK","10461"
"UCK2","7371"
"UBE2V2","7336"
"RIT2","6014"
"RFC4","5984"
"XPA","7507"
"RAB21","23011"
"TIAM1","7074"
"KCNA6","3742"
"POLR2E","5434"
"OLFM1","10439"
"APC","324"
"PWP1","11137"
"PTPRN2","5799"
"STK38","11329"
"SH3BP2","6452"
"CLOCK","9575"
"ACO1","48"
"HPRT1","3251"
"LMAN1","3998"
"MAF","4094"
"SMPD1","6609"
"TEF","7008"
"UBC","7316"
"ZNF43","7594"
"GRM5","2915"
"ACTR1B","10120"
"BTN2A1","11120"
"XAF1","54739"
"PRKCB","5579"
"STAT5B","6777"
"SERPINB8","5271"
"SGCD","6444"
"THRA","7067"
"EIF5","1983"
"QSOX1","5768"
"HTATSF1","27336"
"PNN","5411"
"PDCD2","5134"
"IDH3B","3420"
"ABI2","10152"
"EEF1A2","1917"
"GABRA2","2555"
"RAPGEF1","2889"
"STIM1","6786"
"PDLIM1","9124"
"MPZ","4359"
"HSPA5","3309"
"TAF5","6877"
"NAAA","27163"
"DPF1","8193"
"CENPE","1062"
"EPCAM","4072"
"ZNF35","7584"
"ATP1A1","476"
"YME1L1","10730"
"DCC","1630"
"MLLT3","4300"
"TSPAN31","6302"
"MAPK8IP2","23542"
"AKR1C1","1645"
"SCN2A","6326"
"HMGN4","10473"
"CYP1B1","1545"
"WDR43","23160"
"ALAS1","211"
"ZNF141","7700"
"NR3C1","2908"
"STRN3","29966"
"SCG5","6447"
"CLCN5","1184"
"ENO2","2026"
"PDHX","8050"
"RBM25","58517"
"GHR","2690"
"MBP","4155"
"ITGB8","3696"
"XK","7504"
"LRPPRC","10128"
"TIMM17A","10440"
"MSH6","2956"
"DCUN1D4","23142"
"NCAM1","4684"
"SPOCK1","6695"
"AMPD2","271"
"IRF2","3660"
"PIP4K2A","5305"
"EYA3","2140"
"ZNF516","9658"
"TRHR","7201"
"EIF4G1","1981"
"SAP18","10284"
"ACVR1B","91"
"OXCT1","5019"
"HCCS","3052"
"ELAVL2","1993"
"PRKDC","5591"
"PSMA1","5682"
"RYR2","6262"
"MAPK6","5597"
"KCNA5","3741"
"DECR1","1666"
"TM9SF2","9375"
"CUL4B","8450"
"ENTPD1","953"
"GABPB1","2553"
"PRKCA","5578"
"P2RX5","5026"
"SNRPA1","6627"
"GUK1","2987"
"SLC12A2","6558"
"NKRF","55922"
"PMS1","5378"
"MMP16","4325"
"ADCYAP1","116"
"DMD","1756"
"DCK","1633"
"SNAPC3","6619"
"KIF2A","3796"
"PTPN2","5771"
"ABCD2","225"
"MEF2A","4205"
"SCAMP1","9522"
"VSNL1","7447"
"CALB1","793"
"ATP1A2","477"
"PEX1","5189"
"LSS","4047"
"ATP6V1A","523"
"IFNAR1","3454"
"MRPL19","9801"
"NFYB","4801"
"ALDH1A3","220"
"EPHA5","2044"
"COPS8","10920"
"TF","7018"
"FUBP1","8880"
"RPGR","6103"
"ADRA1A","148"
"KCNMA1","3778"
"GRSF1","2926"
"MNAT1","4331"
"TSPAN8","7103"
"IFIT2","3433"
"PPP6C","5537"
"CYTH1","9267"
"PTPRU","10076"
"CA8","767"
"TMF1","7110"
"DLG4","1742"
"NFATC3","4775"
"PIM2","11040"
"KPNB1","3837"
"AP3D1","8943"
"RALB","5899"
"CALCA","796"
"ZFHX3","463"
"ABL2","27"
"KCNJ3","3760"
"SMAD4","4089"
"FDFT1","2222"
"LGALS8","3964"
"ISL1","3670"
"TMED2","10959"
"ELAVL1","1994"
"MAP2K5","5607"
"ATM","472"
"GCNT2","2651"
"IDE","3416"
"IFIT5","24138"
"MAP3K3","4215"
"ACOX1","51"
"GEM","2669"
"EPB41","2035"
"NHLH2","4808"
"FKBP3","2287"
"CUL1","8454"
"TUBGCP3","10426"
"SNCB","6620"
"SLC25A16","8034"
"ATF2","1386"
"CDC27","996"
"PECAM1","5175"
"HSF2","3298"
"MYO5A","4644"
"DLG3","1741"
"STAT2","6773"
"CHAF1A","10036"
"RNF113A","7737"
"BLMH","642"
"PRSS3","5646"
"PLA2R1","22925"
"GRIN2A","2903"
"TRAC","28755"
"PDK4","5166"
"SRPK1","6732"
"SCARB2","950"
"PREP","5550"
"HERC1","8925"
"ATF3","467"
"PLP1","5354"
"RABIF","5877"
"KCNH2","3757"
"BCAT1","586"
"PTPN9","5780"
"MPI","4351"
"PSMD5","5711"
"HTR2C","3358"
"RET","5979"
"NFRKB","4798"
"BRCC3","79184"
"MXI1","4601"
"SNW1","22938"
"PGGT1B","5229"
"FCGR2A","2212"
"HMOX2","3163"
"CALCB","797"
"CHIC1","53344"
"GLRB","2743"
"HTR7","3363"
"EXOC5","10640"
"RNASE1","6035"
"PIK3C3","5289"
"AGPS","8540"
"CREM","1390"
"BMPR2","659"
"MPP3","4356"
"LNPEP","4012"
"RBPJ","3516"
"HTR2A","3356"
"CBLN1","869"
"PRKAA1","5562"
"SQLE","6713"
"NEO1","4756"
"MGAT5","4249"
"UBE2B","7320"
"XRCC4","7518"
"DNAJB4","11080"
"TRIM32","22954"
"KCTD2","23510"
"TYRO3","7301"
"RPS6KA3","6197"
"PSME3","10197"
"CPOX","1371"
"CCDC85B","11007"
"CASP2","835"
"GOLGA4","2803"
"ILK","3611"
"MFAP3","4238"
"PFDN4","5203"
"GFPT1","2673"
"STMN2","11075"
"ERBB3","2065"
"SLC39A9","55334"
"PDCD11","22984"
"TRIB2","28951"
"KRAS","3845"
"FDX1","2230"
"HCP5","10866"
"DNAJC7","7266"
"PPIG","9360"
"TACR2","6865"
"MCC","4163"
"CBL","867"
"ATP7A","538"
"INSR","3643"
"DKK3","27122"
"MAST1","22983"
"MNT","4335"
"UBE2G1","7326"
"SNRK","54861"
"ARNT","405"
"SMG1","23049"
"PTP4A1","7803"
"ETV6","2120"
"HRH1","3269"
"ACTN2","88"
"EZH1","2145"
"PIM1","5292"
"CHRNA5","1138"
"SLC7A1","6541"
"NEFM","4741"
"SERTAD2","9792"
"SOAT1","6646"
"CDK9","1025"
"ATRX","546"
"FGFR1","2260"
"ZNF266","10781"
"LIMK2","3985"
"GALNS","2588"
"PRDM2","7799"
"PRG4","10216"
"DHCR24","1718"
"LIG4","3981"
"MAN1A1","4121"
"LIMK1","3984"
"ERP29","10961"
"CNTN1","1272"
"DLGAP1","9229"
"ATR","545"
"IMPA1","3612"
"MARK2","2011"
"NPTX1","4884"
"RANBP2","5903"
"AKAP6","9472"
"PPFIA1","8500"
"RND2","8153"
"GLRA2","2742"
"HOXB3","3213"
"AUH","549"
"NUBP1","4682"
"APBB2","323"
"ENOX2","10495"
"CCDC6","8030"
"DNM1L","10059"
"SHC3","53358"
"MYL6","4637"
"KIF5B","3799"
"OPCML","4978"
"CCNA1","8900"
"NEFH","4744"
"CDH12","1010"
"HSPH1","10808"
"CDH18","1016"
"AP3B2","8120"
"SLC12A5","57468"
"KIF1A","547"
"GNAQ","2776"
"POLB","5423"
"SPINT2","10653"
"MAX","4149"
"SMARCB1","6598"
"APBA2","321"
"PPARD","5467"
"IDS","3423"
"DDX6","1656"
"PRPH","5630"
"BPHL","670"
"GLRA1","2741"
"FBXO21","23014"
"KCNJ10","3766"
"ABHD2","11057"
"NELL1","4745"
"GPSM2","29899"
"KIF20B","9585"
"FABP6","2172"
"SF3B3","23450"
"TNXB","7148"
"CCNB1","891"
"RXRG","6258"
"MAPK8IP1P2","644172"
"LOC100288637","100288637"
"RNF17","56163"
"CHI3L2","1117"
"LTF","4057"
"CHIT1","1118"
"SLCO4A1-AS1","100127888"
"LINC01235","401492"
"MUC5B","727897"
"OR7A5","26659"
"TRPM1","4308"
"EIF1AY","9086"
"ZFY","7544"
"LILRA4","23547"
"LINC00278","100873962"
"ANXA13","312"
"IP6K3","117283"
"TMSB4Y","9087"
"PCDH11Y","83259"
"SLPI","6590"
"SLC16A12","387700"
"CPB1","1360"
"HSPA1A","3303"
"NPAS4","266743"
"LOC101929116","101929116"
"KLRC1","3821"
"DDX3Y","8653"
"PGAM2","5224"
"TKTL1","8277"
"SLC22A2","6582"
"TTTY15","64595"
"TTR","7276"
"ARRDC2","27106"
"TMEM171","134285"
"CDH19","28513"
"GREM1","26585"
"MIRLET7A2","406882"
"C21orf91-OT1","246312"
"MYRFL","196446"
"SORD2P","653381"
"LRP2","4036"
"H19","283120"
"KRT19","3880"
"MIR5690","100847048"
"KANSL1-AS1","644246"
"TOP2A","7153"
"ANLN","54443"
"SULT1C2","6819"
"MEP1A","4224"
"MMP8","4317"
"LOC100505716","100505716"
"SIGLEC8","27181"
"LOC101930421","101930421"
"CLDN11","5010"
"S100A3","6274"
"DDTL","100037417"
"ANKRD2","26287"
"LINC00836","101929052"
"FOLH1B","219595"
"LINC01231","101929247"
"NKX6-2","84504"
"LINC01792","100507140"
"LUCAT1","100505994"
"NLGN4Y","22829"
"UTY","7404"
"PRR18","285800"
"ABCA8","10351"
"HIF1A-AS2","100750247"
"PPBP","5473"
"GYG2P1","352887"
"KIF25","3834"
"CYP4F3","4051"
"NGFR","4804"
"LINC01546","100129464"
"LMF1-AS1","101929387"
"PRIMA1","145270"
"VSIG4","11326"
"BMP5","653"
"SERPINA5","5104"
"ACP5","54"
"GDNF","2668"
"MIR6828","102465497"
"HSFY2","159119"
"HSFY1","86614"
"GPX8","493869"
"ARL17B","100506084"
"TXLNGY","246126"
"FAM177B","400823"
"FGF7P6","387628"
"TTTY14","83869"
"ALOX15B","247"
"SELENOP","6414"
"ZFPM2-AS1","102723356"
"WDR86-AS1","100131176"
"NKAIN1","79570"
"FXYD4","53828"
"LACC1","144811"
"BOK","666"
"LINC02251","105371008"
"TMEM144","55314"
"HMGA1P7","387065"
"EVI2A","2123"
"CLDND1","56650"
"SLAMF8","56833"
"CD180","4064"
"LGR5","8549"
"RAB42","115273"
"S1PR5","53637"
"LURAP1L-AS1","101929467"
"AFAP1-AS1","84740"
"RASSF9","9182"
"OGN","4969"
"C21orf91","54149"
"PLPP2","8612"
"CSTA","1475"
"CR1","1378"
"LRRC63","220416"
"MMP9","4318"
"TMEM140","55281"
"MET","4233"
"SEMA3B-AS1","101928931"
"COL3A1","1281"
"CXCR2","3579"
"EVPL","2125"
"LILRA2","11027"
"SNHG18","100505806"
"GPIHBP1","338328"
"C2orf88","84281"
"OR9A2","135924"
"LOX","4015"
"MRGPRF","116535"
"PLS3-AS1","101927352"
"NUP210L","91181"
"ERMN","57471"
"FCGBP","8857"
"LRRC37A2","474170"
"LOC100128079","100128079"
"LINC00320","387486"
"KNG1","3827"
"FAM107B","83641"
"TRIM59","286827"
"ARRDC4","91947"
"GALNT6","11226"
"CHST6","4166"
"CCDC81","60494"
"LRRC37A","9884"
"CHORDC1","26973"
"PIEZO2","63895"
"RBP7","116362"
"TP53TG5","27296"
"DHRS9","10170"
"C1orf105","92346"
"LINC01094","100505702"
"TMEM108-AS1","101927455"
"NPPA","4878"
"FLNC","2318"
"SH3TC2","79628"
"COL1A1","1277"
"BVES-AS1","154442"
"SLAIN1","122060"
"KCNE4","23704"
"EFHD1","80303"
"GTF2A1L","11036"
"DBNDD2","55861"
"ZNF708","7562"
"F5","2153"
"PCLAF","9768"
"DDIT4","54541"
"HSPA1B","3304"
"LRRC2","79442"
"SYS1-DBNDD2","767557"
"ST18","9705"
"RNASE2","6036"
"LRRC1","55227"
"MIR1251","100302289"
"PROX1-AS1","100505832"
"CLMN","79789"
"SUCNR1","56670"
"CD209","30835"
"TMEM98","26022"
"CLIC4","25932"
"DUXAP8","503637"
"KDM5D","8284"
"SIGLEC11","114132"
"LINC00652","29075"
"HMMR","3161"
"LOC100419170","100419170"
"GJB2","2706"
"TTTY10","246119"
"SLC5A11","115584"
"STX19","415117"
"SCARNA18","677765"
"LOC101927189","101927189"
"LINC02351","105371011"
"RRM2","6241"
"AMER2","219287"
"MYOT","9499"
"IKZF2","22807"
"ID2-AS1","100506299"
"SGCG","6445"
"MKRN2OS","100129480"
"CTNNA3","29119"
"APOC2","344"
"TNFSF15","9966"
"APOC4-APOC2","100533990"
"LIPE","3991"
"LPAR4","2846"
"IGF2","3481"
"TMEM88B","643965"
"TUBA3D","113457"
"KLHL4","56062"
"SOSTDC1","25928"
"LOC101928961","101928961"
"IQGAP3","128239"
"EDIL3","10085"
"PCSK6","5046"
"DUOX1","53905"
"HSD11B2","3291"
"HHIP","64399"
"CAV1","857"
"KIF19","124602"
"ECM2","1842"
"LAYN","143903"
"TMIGD3","57413"
"SCIMP","388325"
"SLC45A3","85414"
"RAB27B","5874"
"SHISA2","387914"
"MRC1","4360"
"GPR37","2861"
"GPR62","118442"
"DMBT1","1755"
"ZNF652","22834"
"NEK2","4751"
"HMSD","284293"
"PLIN3","10226"
"CDKN1C","1028"
"HVCN1","84329"
"ZNF812P","729648"
"JAM3","83700"
"REEP3","221035"
"MS4A6A","64231"
"PAIP2B","400961"
"LINC01222","102800316"
"ITGB2-AS1","100505746"
"APOB","338"
"FGF7","2252"
"PI15","51050"
"INS-IGF2","723961"
"LINC02278","105374411"
"SGO1-AS1","100874028"
"SNORD114-20","767598"
"CCDC80","151887"
"PROKR2","128674"
"MSLN","10232"
"ZDHHC20","253832"
"DNAH17","8632"
"CDC42EP1","11135"
"SDAD1P1","157489"
"LINC00609","101101773"
"TMCC3","57458"
"RCVRN","5957"
"ACP7","390928"
"SLC5A3","6526"
"THAP2","83591"
"CCP110","9738"
"TMEM125","128218"
"CCNA2","890"
"DEPDC1B","55789"
"ADIPOR2","79602"
"CYP39A1","51302"
"MIR3662","100500880"
"OPRM1","4988"
"RFTN2","130132"
"LIPH","200879"
"BLID","414899"
"OGFRL1","79627"
"LOC100507472","100507472"
"TMEM246-AS1","101928470"
"GOLGA7","51125"
"MIR125B2","406912"
"RSPO2","340419"
"PAX7","5081"
"PPP1R14A","94274"
"FRRS1","391059"
"PRRG1","5638"
"MAG","4099"
"OSR1","130497"
"SLN","6588"
"SNORA1","677792"
"LINC01515","101928913"
"FAM239A","101930105"
"SHTN1","57698"
"GALNT15","117248"
"SLC10A6","345274"
"LINC00865","643529"
"RAB39A","54734"
"ADPGK-AS1","100287559"
"MTURN","222166"
"NDE1","54820"
"MKI67","4288"
"MMRN1","22915"
